Event , PID , PT , Y 
682,-421,2.76894,2.9353
685,-421,3.25187,2.07452
692,421,1.52409,3.01723
694,-421,0.488943,2.86501
699,-421,1.17577,3.37622
702,421,2.50726,2.23242
707,-421,0.51003,3.6982
709,421,2.68591,3.92706
709,-421,2.03622,4.83925
711,421,3.17707,3.13012
711,-421,1.87887,2.19381
717,421,2.68946,4.04759
717,-421,1.14617,4.44665
723,421,2.14598,4.30864
726,421,1.81531,4.48616
726,-421,1.81526,4.2148
727,421,3.08275,2.96869
732,-421,3.55816,4.94684
736,-421,1.6582,3.07749
741,-421,4.40523,3.00084
744,421,1.17283,2.26888
745,421,1.69918,3.71247
748,-421,0.466275,2.69515
749,-421,2.5609,2.08294
750,-421,1.27247,3.54373
754,421,1.88833,3.12379
754,-421,3.62778,4.22688
755,-421,3.08962,4.69838
756,421,1.01641,3.2372
759,421,2.43696,2.56587
762,421,1.66079,3.07106
763,421,0.601182,4.90546
764,-421,0.681159,2.8026
770,-421,4.21972,4.61641
775,421,0.716571,4.76222
776,421,1.56134,2.37773
789,-421,0.973783,4.29039
793,-421,2.57467,3.07049
801,421,1.82652,4.91367
802,421,2.78461,4.38198
808,-421,1.0921,3.34212
815,421,1.59944,3.59973
820,-421,1.18963,3.88353
820,421,0.824767,3.07064
822,421,0.756744,2.24213
827,421,2.36103,4.96565
833,-421,3.76326,3.82982
834,421,1.32845,4.72339
839,-421,2.49595,2.38298
840,-421,1.09658,3.73192
845,-421,0.576699,4.11679
846,-421,1.4693,3.0796
847,421,2.39963,3.98687
847,-421,1.82004,2.24982
858,421,0.668914,3.32878
862,421,1.72967,4.03019
866,421,0.878703,4.84981
867,-421,0.327995,3.89134
872,-421,1.88057,2.06015
877,421,2.29925,4.44887
880,421,1.4749,2.83776
888,421,1.54488,2.24209
889,421,2.66064,2.49139
904,421,2.69814,4.8353
912,421,1.94022,4.2248
916,421,1.27818,4.61126
917,421,1.45521,2.31324
925,421,2.52312,2.90816
932,-421,0.535042,4.89764
938,421,1.36793,4.11092
939,-421,2.1858,2.68832
941,421,1.79926,4.25154
945,-421,0.388084,2.94164
945,421,0.838176,2.39082
946,421,1.73206,3.15429
951,421,2.52081,2.71993
954,421,4.17199,4.37694
956,421,1.30417,3.59201
957,-421,0.956296,4.96229
958,421,1.6268,3.85683
960,421,4.51254,3.40358
960,-421,5.72643,3.31131
963,421,0.454403,4.44654
965,421,1.05863,2.85053
970,421,0.899185,3.0883
970,-421,3.51835,2.2029
977,-421,1.79589,2.37458
986,-421,1.72214,3.77737
988,421,2.09346,3.05239
1002,421,3.19991,3.59243
1004,421,0.537932,2.64436
1005,421,1.83015,4.91661
1005,-421,3.16266,3.93643
1006,-421,0.87189,2.38036
1007,421,2.64932,2.17905
1007,-421,3.06024,4.31048
1018,421,2.48775,2.31708
1021,421,1.64511,2.25227
1033,421,1.83101,4.52244
1033,-421,1.11127,4.08934
1036,-421,0.747602,2.95206
1042,-421,1.79791,2.49159
1042,421,0.547066,4.41064
1044,421,3.06821,3.68595
1045,-421,1.93181,4.07535
1047,-421,0.949125,3.30313
1050,421,0.850646,2.20286
1053,421,1.0336,2.65036
1067,-421,0.446211,3.30369
1070,-421,1.99737,3.97279
1071,421,1.95713,4.63642
1073,421,3.17898,2.34465
1076,421,0.810768,4.13268
1076,-421,1.30405,2.73329
1077,-421,0.913872,2.26567
1081,421,3.10687,2.58842
1083,-421,1.53153,3.23806
1084,-421,2.01432,2.03098
1085,-421,1.45486,2.30078
1088,421,1.18837,4.54818
1090,421,3.06798,3.63514
1091,-421,0.821893,4.06706
1101,-421,1.04538,2.58609
1108,-421,1.3184,3.08494
1109,-421,7.6383,2.68972
1110,421,0.744042,4.39841
1110,-421,2.29572,2.43997
1111,-421,1.49152,3.85769
1114,421,1.63857,4.3829
1125,-421,1.23011,3.99905
1125,421,1.34589,3.31813
1126,421,0.982039,2.16376
1128,421,3.6308,4.50868
1128,-421,4.31337,2.64727
1130,421,0.894517,4.1291
1130,-421,4.57313,2.47105
1132,421,1.28991,3.69961
1134,421,1.05398,3.13111
1134,-421,1.15028,3.35547
1137,-421,0.861384,3.08453
1141,421,2.29512,4.81907
1143,421,2.25443,4.23982
1150,-421,2.79238,2.27961
1153,-421,1.55665,3.95299
1155,421,0.371954,3.0362
1156,-421,0.695295,4.70951
1163,-421,2.51176,2.73953
1164,-421,3.4014,3.96737
1164,421,2.21264,4.00548
1168,421,1.8829,3.83672
1170,421,2.86464,3.1715
1190,-421,0.926131,3.2595
1194,-421,0.99501,3.11447
1194,421,1.07326,4.39071
1197,421,3.47889,4.83457
1198,421,1.52314,2.11201
1200,421,0.490999,3.31833
1223,-421,2.14664,4.53842
1223,421,1.52879,3.86833
1226,-421,1.38861,2.54125
1241,421,1.12478,4.42402
1245,-421,0.243714,2.01353
1251,-421,2.19103,2.09089
1258,-421,0.71411,2.34384
1264,-421,2.53944,2.30243
1274,-421,5.3097,4.87991
1278,-421,1.46048,3.85379
1284,421,2.68119,2.40618
1285,-421,0.585848,4.82297
1289,-421,1.22302,2.81235
1291,-421,2.50203,2.19855
1292,421,6.38024,2.33697
1292,-421,3.36754,2.61549
1296,-421,3.07327,2.91211
1298,-421,3.15573,2.64865
1301,421,2.78985,2.73855
1304,421,0.511679,4.04987
1307,-421,2.70205,2.68148
1310,-421,1.075,2.29844
1310,421,1.35922,3.58833
1312,421,3.37025,2.23419
1318,-421,4.00694,2.68423
1323,421,5.48333,4.33321
1328,421,0.899596,3.36817
1330,421,3.40641,2.79071
1335,-421,1.35157,4.55056
1346,-421,0.897393,3.87744
1346,421,1.39907,2.8954
1350,-421,1.69388,3.05712
1359,-421,0.85903,3.54973
1360,421,3.16043,2.67588
1364,421,1.47368,3.38455
1384,-421,3.54069,2.34708
1384,421,2.0446,3.16934
1387,-421,0.959861,4.24658
1389,-421,1.75751,2.10457
1393,421,1.71525,3.16836
1394,-421,2.53686,3.21473
1423,421,2.88481,2.93877
1430,-421,0.977628,3.14468
1434,421,2.49638,2.07081
1446,-421,1.90218,4.28792
1446,421,0.999275,3.43854
1447,-421,2.21296,2.63286
1449,-421,3.94916,2.47743
1451,421,1.8572,2.44045
1455,421,2.92704,3.49794
1458,421,1.38041,2.39596
1463,-421,2.15589,3.0039
1466,-421,0.685556,4.30904
1485,-421,0.758512,4.10575
1492,421,1.21893,4.0334
1493,421,1.45995,2.7198
1500,421,0.566787,2.3818
1504,-421,0.988211,4.34973
1506,421,0.663032,3.83524
1509,-421,0.970338,3.44917
1515,-421,0.466894,4.9382
1523,-421,1.74366,2.6504
1524,-421,2.90427,3.80763
1532,-421,4.73462,2.11311
1535,421,1.47278,3.34075
1539,421,1.65425,4.39107
1542,-421,1.51802,3.56041
1542,421,1.92075,2.95508
1558,-421,1.25473,3.59658
1558,-421,2.86237,2.26222
1561,421,1.12051,2.66608
1568,-421,1.06907,2.15653
1571,-421,1.48705,3.04132
1571,421,3.85778,2.04303
1573,-421,2.43775,3.96336
1586,421,6.9064,2.23514
1589,-421,0.943403,2.65154
1593,421,2.96902,3.06991
1593,-421,1.27249,3.16882
1594,-421,1.58685,3.76568
1596,-421,2.50939,2.85483
1597,421,2.55614,4.04288
1598,421,1.84711,2.47156
1600,-421,1.45521,2.41993
1604,421,2.32786,3.76556
1605,-421,1.19144,2.84752
1606,421,3.72088,2.36253
1607,421,2.02107,3.18908
1608,-421,1.20358,4.11224
1608,421,1.40231,2.71039
1611,421,1.90181,3.17038
1615,-421,1.80872,2.14339
1617,-421,2.73084,2.26609
1621,-421,2.36787,4.70438
1625,-421,0.947354,2.87747
1629,421,1.46795,3.75409
1638,421,2.34045,4.07051
1638,-421,1.31197,4.0576
1640,421,5.25576,2.36168
1640,-421,4.75762,2.09126
1646,-421,2.46921,3.68181
1655,-421,1.24448,3.41368
1659,-421,2.17527,2.90787
1664,421,0.759115,3.16327
1685,421,1.3312,3.57578
1688,-421,2.10874,3.79611
1695,421,1.26617,3.08384
1703,-421,1.53055,4.46853
1712,-421,0.808303,3.46744
1715,-421,5.00609,3.44905
1717,421,1.58048,4.09167
1720,421,0.414962,4.19251
1728,421,3.04454,3.02393
1732,421,3.65223,4.56902
1732,-421,1.48047,3.79478
1733,421,2.86365,3.68885
1744,-421,0.782943,3.7732
1751,-421,2.63485,2.87392
1758,421,1.58327,2.64228
1763,-421,1.64084,2.74535
1765,421,0.735971,4.12685
1768,-421,0.926015,4.54988
1779,421,2.36102,4.35238
1785,-421,3.07351,3.49548
1791,-421,5.01919,3.20083
1800,421,1.36203,2.8125
1805,421,2.49171,2.68757
1806,-421,6.79467,4.32857
1808,-421,1.206,2.68763
1809,-421,1.91049,2.24928
1810,421,4.03416,3.802
1817,421,0.82574,4.40673
1819,-421,4.30102,2.47869
1819,421,2.61962,2.5177
1824,-421,1.54176,3.19182
1824,421,1.40915,4.20797
1827,421,0.98209,2.61567
1831,-421,0.82763,4.50695
1833,-421,1.69198,4.19258
1838,421,4.21524,2.31059
1839,421,3.50549,3.05792
1839,-421,3.79292,2.70021
1847,-421,0.922804,2.59644
1850,-421,2.55393,2.79699
1859,-421,1.28136,2.90359
1860,421,1.69108,4.21084
1861,421,1.31121,4.78197
1863,-421,1.89131,2.01605
1864,421,1.23939,4.70632
1866,421,5.73952,3.69087
1866,-421,4.23241,4.26386
1870,-421,1.16327,2.70496
1871,-421,3.06526,4.07795
1874,-421,2.91219,3.68754
1874,421,1.40045,3.99898
1877,-421,0.635101,3.13278
1888,421,0.732164,4.48854
1891,-421,1.35578,4.97683
1891,421,0.950032,4.3729
1896,-421,2.23,3.40779
1900,421,4.71555,4.27586
1903,-421,1.84488,3.92716
1907,-421,1.75352,4.13867
1908,421,11.3968,2.08659
1927,421,1.82457,2.06384
1933,-421,0.546178,2.82489
1937,421,1.08107,2.97648
1946,-421,2.54448,3.13263
1947,-421,3.52182,3.85636
1947,421,3.20989,2.18202
1952,-421,2.13709,3.79129
1952,421,0.656879,4.38133
1956,421,3.24654,2.32251
1965,421,1.54941,2.59838
1968,421,3.71246,3.40435
1972,421,1.4452,2.14936
1973,421,0.100522,2.73621
1976,-421,3.43787,3.48237
1979,-421,2.4171,3.37312
1979,421,1.85164,3.98774
1981,-421,2.99974,4.0421
1981,421,3.06822,2.6359
1982,421,1.53694,4.60528
1984,-421,0.907567,4.38741
1985,-421,1.39254,2.21869
1997,421,1.38016,4.57559
1997,-421,1.18762,3.76017
2001,-421,5.53815,3.07784
2003,421,0.675878,3.49458
2003,-421,2.0533,4.75331
2005,421,0.497069,4.30733
2010,421,2.12086,4.60913
2010,-421,0.775962,2.88704
2016,-421,4.6893,3.38271
2038,421,4.1077,3.07082
2040,421,1.92347,2.4219
2044,-421,0.983333,2.6031
2052,-421,1.45411,2.0484
2053,421,1.80506,3.31469
2055,-421,0.814863,3.88477
2068,-421,1.70184,4.06057
2076,421,4.32268,3.55787
2077,-421,0.468992,3.4307
2088,421,1.30125,2.85726
2091,-421,1.28013,3.55686
2105,-421,1.53596,2.38135
2116,421,4.58983,3.05301
2118,421,2.16201,3.57173
2130,-421,1.35437,4.28796
2133,-421,1.30941,4.56209
2133,421,1.36062,3.71361
2135,421,1.50605,3.42352
2136,421,3.31569,3.87358
2143,-421,2.51524,3.21294
2145,-421,2.16376,4.1137
2148,-421,1.45727,2.94462
2160,421,1.05396,2.84789
2172,421,3.58774,4.48719
2175,421,2.12659,2.46094
2176,421,1.07249,3.3854
2177,-421,2.22273,2.60198
2177,421,2.65058,4.83368
2179,-421,1.44884,4.83762
2182,421,2.37778,2.34378
2184,421,2.5769,4.27468
2190,421,0.201409,2.50109
2197,-421,0.619329,4.11193
2197,421,1.22955,2.51019
2200,-421,0.653163,2.24149
2200,421,2.65151,4.62223
2202,421,2.67104,3.71879
2217,-421,2.4378,4.43702
2217,421,1.70659,3.00714
2219,-421,3.18069,2.92823
2225,421,0.591016,3.96044
2226,421,4.46044,3.75432
2227,-421,1.30438,4.71714
2229,-421,2.57294,2.41034
2232,421,1.08643,2.26692
2233,421,1.94534,3.69482
2233,-421,0.858277,4.78248
2234,-421,2.4984,4.20412
2238,-421,1.01515,4.66527
2255,-421,0.166621,3.81258
2261,-421,3.98712,4.34702
2263,-421,0.954934,2.70613
2266,-421,3.82781,3.14194
2274,421,0.521992,4.07874
2277,-421,3.20575,2.53177
2279,-421,0.597452,2.55288
2286,421,2.12043,2.92317
2287,421,2.22296,4.81233
2292,-421,0.825374,3.0536
2293,421,2.07391,2.6088
2300,421,0.870515,2.56718
2303,421,1.98053,4.22502
2306,421,0.918773,2.19864
2308,421,0.105546,2.71369
2309,-421,1.18616,2.27263
2314,421,1.38216,2.37211
2316,-421,1.26213,2.07511
2335,421,6.34876,4.37113
2337,421,0.49055,4.84566
2337,-421,0.857648,4.0395
2343,-421,0.931137,3.27983
2359,-421,3.78803,2.23349
2360,421,1.15472,4.95418
2366,421,2.68314,4.73018
2372,-421,0.847166,4.04563
2377,-421,1.92346,2.45214
2379,-421,0.975358,4.6335
2406,-421,2.0643,4.41515
2408,421,3.87754,2.43352
2410,-421,0.963317,4.79668
2411,-421,0.967503,2.71009
2411,421,2.85522,4.37798
2416,421,1.39616,2.18311
2422,421,1.46638,2.69764
2423,421,1.5599,2.56654
2427,-421,6.74955,2.13787
2431,421,0.260059,2.9969
2435,421,1.17019,4.93044
2439,-421,2.01357,3.53277
2442,421,3.31538,4.15845
2442,-421,4.29942,3.1261
2445,421,0.801496,3.367
2448,421,2.02677,2.17755
2449,421,1.73758,3.41289
2453,421,1.92598,3.84233
2457,421,1.04307,3.91196
2457,-421,2.92119,3.98083
2470,421,5.21774,3.90412
2473,-421,1.31049,2.18179
2478,-421,0.479782,4.5593
2482,421,1.16129,3.35087
2484,421,2.7371,4.23782
2485,-421,2.08623,4.60344
2486,421,2.79788,2.85848
2487,-421,2.36252,2.14299
2491,421,0.641962,2.25275
2491,-421,2.48093,2.95955
2494,-421,0.507636,4.89657
2495,421,3.74643,3.83537
2505,-421,1.60693,4.10574
2507,421,1.50728,3.16763
2515,421,2.20702,3.01257
2517,421,0.82785,4.61311
2519,-421,0.545127,2.77139
2524,421,0.531687,2.61594
2527,-421,2.43737,4.2546
2531,-421,2.66155,4.08583
2531,421,1.79312,2.03986
2534,421,2.66976,4.0312
2539,421,0.832669,2.4718
2540,-421,0.579864,4.0874
2541,421,0.805151,3.40891
2547,421,1.35116,2.48864
2552,421,1.93467,3.06371
2558,-421,3.74002,4.48012
2560,421,1.648,2.41901
2562,421,3.27903,4.63397
2566,-421,3.40248,2.20139
2567,421,0.459923,2.91135
2571,-421,0.677222,4.70141
2572,-421,1.54827,2.1794
2572,421,3.23774,3.58828
2573,421,2.05803,4.40543
2589,-421,2.18288,2.8035
2593,-421,1.52772,4.11902
2597,-421,1.26942,4.1362
2598,-421,2.26464,4.7244
2609,421,2.4567,3.75138
2609,-421,1.16811,3.18362
2615,-421,3.08812,3.82233
2622,421,1.36657,3.97872
2633,-421,0.928565,3.73819
2633,421,0.720563,2.44058
2635,-421,1.9097,2.09268
2639,-421,2.42438,2.47569
2643,421,0.0901125,2.61983
2644,-421,1.30468,4.14981
2645,-421,1.55209,2.60643
2649,-421,2.03278,2.09587
2652,421,2.16301,2.21154
2653,-421,2.39478,2.1934
2663,421,1.95532,2.71091
2664,-421,0.888498,2.62983
2674,421,1.25379,3.4072
2675,421,1.177,2.23085
2677,421,1.64574,2.91626
2679,421,1.45212,4.79734
2685,-421,1.66871,4.11363
2685,421,0.438935,2.90179
2690,421,1.63905,3.02966
2697,-421,1.05919,4.71724
2698,421,1.2107,4.26407
2710,-421,2.91273,3.13506
2719,421,1.77337,2.37652
2722,-421,2.22794,3.38475
2722,421,1.42279,2.52293
2727,421,1.28832,2.3386
2727,-421,1.23873,2.66905
2729,421,1.44092,3.98124
2733,421,1.54644,2.8231
2733,421,0.523105,3.52557
2735,-421,1.24525,2.9644
2735,421,1.18066,2.16137
2738,-421,2.18702,2.22099
2746,421,4.08466,3.46867
2747,-421,1.94952,2.67727
2748,-421,2.47205,3.47215
2749,-421,1.02195,4.87168
2751,-421,1.67114,4.39084
2758,-421,3.71507,2.75911
2765,421,1.59338,2.98241
2774,421,1.36092,3.76639
2780,421,0.571478,4.7824
2785,-421,1.7745,2.07491
2789,-421,0.873017,4.48549
2792,-421,5.55004,4.24695
2794,421,1.81572,3.0515
2794,-421,1.04557,3.04106
2799,-421,1.01632,3.89559
2804,421,0.832461,3.67532
2809,421,3.13482,4.86042
2811,-421,3.92629,2.23463
2815,-421,2.88738,3.37136
2816,-421,3.52347,2.97125
2818,421,1.66327,2.28891
2822,421,1.45822,3.68942
2834,421,0.623378,3.8828
2835,-421,0.315219,3.8339
2836,-421,0.627521,4.72095
2837,421,0.586491,2.42353
2839,-421,3.69834,2.30571
2839,421,2.52851,2.48484
2860,-421,1.05963,4.70596
2866,-421,2.97654,3.8569
2874,421,2.04143,3.47367
2875,421,2.96836,3.87358
2877,-421,1.69045,3.40719
2877,421,2.72807,3.97443
2897,-421,1.13252,3.91808
2897,421,3.06388,2.22681
2898,-421,1.7431,2.91372
2900,-421,3.04406,2.06978
2900,421,2.21302,3.11385
2902,-421,2.56189,2.19834
2905,421,1.12806,2.53701
2910,421,1.88261,4.58593
2918,421,3.44507,3.05625
2923,421,1.76718,4.70307
2925,-421,1.55597,2.95456
2933,421,0.523489,3.24701
2934,421,3.78237,4.95086
2939,-421,1.20919,4.56659
2943,-421,2.267,3.66657
2944,421,1.98352,4.32132
2945,421,1.63371,2.64708
2950,-421,1.18247,3.47405
2957,421,2.69753,4.33277
2958,421,2.59387,3.43152
2959,421,1.50195,3.5756
2961,-421,1.01719,2.60993
2967,421,1.78936,4.42067
2978,421,0.764567,3.21468
2979,-421,0.6026,2.6426
2981,-421,3.42484,2.91034
2983,421,2.94438,4.60331
2984,421,1.05536,2.82889
2986,421,4.57896,2.1138
2991,421,0.918793,3.67609
2992,421,1.57397,3.12813
2996,-421,5.45571,4.50805
2996,421,3.60978,4.00838
2999,421,1.2783,2.09327
3002,-421,1.97574,3.69264
3004,421,2.1205,3.62951
3006,-421,0.270221,3.21722
3012,-421,0.195679,3.88449
3019,421,1.6594,2.76612
3023,-421,1.35988,4.89584
3031,-421,1.44225,4.60709
3031,421,1.23143,2.34326
3033,-421,1.46127,4.17535
3033,421,1.27296,4.38042
3034,-421,1.09135,3.90214
3035,-421,1.9835,2.14498
3038,421,0.702852,4.0379
3040,421,1.45895,2.32827
3041,421,1.63784,2.19136
3041,-421,1.75004,3.41461
3042,-421,1.78377,3.43687
3044,-421,1.71739,2.32011
3048,421,2.05324,2.08228
3070,421,2.30723,4.94198
3070,-421,2.38532,4.67706
3075,-421,1.58762,3.14905
3077,-421,1.30556,2.36633
3081,-421,1.30791,2.59014
3085,421,2.7318,3.34321
3089,421,1.00573,4.24778
3091,421,0.363884,4.6865
3092,-421,5.31961,2.9258
3099,421,1.87464,3.95947
3102,-421,1.23955,3.83125
3105,-421,1.80036,2.78948
3106,421,1.26419,4.64905
3107,421,0.359213,2.36748
3114,421,1.95937,3.24539
3118,-421,0.866963,3.72141
3118,421,1.75153,3.34425
3126,421,0.633856,2.27168
3129,-421,1.67295,4.00399
3136,421,1.98737,2.62313
3138,-421,2.27216,3.29865
3140,-421,4.51517,2.40287
3140,421,1.76812,2.85208
3142,-421,0.217789,3.58397
3146,-421,1.63868,2.64467
3146,421,0.556586,3.92796
3150,-421,0.7873,4.98712
3158,-421,1.88316,3.84776
3161,421,0.999191,4.65533
3166,421,1.85148,2.93525
3166,-421,1.05234,3.32415
3172,-421,2.16418,3.28555
3172,421,1.2095,4.92139
3177,421,1.84138,4.4667
3178,421,1.33053,2.18544
3187,421,2.24711,2.31943
3203,-421,2.71454,2.38124
3205,-421,0.704209,2.53152
3208,-421,0.396323,3.56545
3209,-421,0.955869,3.96035
3215,-421,2.19945,3.36051
3219,421,1.25476,3.87241
3220,-421,1.26414,2.216
3226,-421,4.8257,4.29187
3227,421,0.641996,3.03833
3235,-421,4.38187,3.42935
3235,421,4.54677,2.78803
3237,-421,1.47573,4.70776
3245,421,0.393586,4.11233
3248,-421,2.23219,2.58341
3256,-421,1.25762,3.19033
3257,421,0.847062,2.67523
3262,-421,2.45027,3.25553
3263,421,1.51667,4.26912
3267,421,2.46578,3.90331
3269,421,0.806227,3.70252
3270,-421,1.0662,2.82228
3275,-421,1.01377,2.28611
3276,-421,2.71323,2.38578
3276,421,2.58604,2.90982
3280,-421,3.79551,2.41435
3281,421,6.31533,2.53371
3283,-421,0.97729,2.79248
3284,-421,2.04316,2.20448
3284,421,3.34676,3.70555
3287,421,2.95503,3.90577
3292,-421,0.366772,3.98087
3297,-421,2.98419,2.24822
3298,-421,3.60981,2.47482
3301,-421,2.13667,4.09073
3305,421,3.00858,3.54159
3311,421,1.48593,4.98686
3312,421,0.409111,2.55189
3313,-421,0.0967293,2.00619
3313,421,5.2351,2.16031
3318,-421,1.84116,2.42395
3318,421,1.55051,4.54795
3330,421,2.61042,2.3558
3335,421,2.93302,2.59476
3338,-421,0.778005,4.6181
3342,421,2.32337,3.16123
3354,-421,2.18733,2.67393
3362,421,1.85584,4.72961
3362,-421,0.999942,3.00445
3365,-421,1.31645,2.21697
3370,-421,2.45974,4.86091
3379,-421,0.532506,4.65968
3383,-421,1.9448,2.45715
3385,-421,1.13862,3.50667
3386,-421,1.12529,3.39466
3388,421,1.45817,2.29737
3389,421,1.64886,2.84704
3392,421,0.716632,2.4411
3393,-421,1.01786,2.99662
3394,421,1.09292,3.83006
3394,-421,0.820591,3.51431
3398,421,2.64624,2.5245
3409,-421,0.962268,2.94666
3410,421,1.86387,4.23399
3411,-421,1.92139,2.18467
3419,-421,0.4922,4.97295
3428,421,4.10568,2.97336
3431,-421,1.48936,3.01476
3431,421,1.00891,3.29145
3445,421,0.573696,2.73516
3454,421,1.18015,2.74653
3465,421,1.94349,2.47053
3468,421,1.07293,2.34734
3472,421,3.26504,2.55139
3474,-421,4.06873,2.07068
3474,421,0.505565,3.16966
3475,421,7.78878,4.58442
3487,421,1.40565,3.57793
3488,421,1.22775,2.76666
3490,-421,0.955702,3.95081
3491,-421,2.2462,4.84632
3491,421,2.09264,3.2407
3495,421,1.64349,2.9085
3504,421,1.59435,2.06257
3512,421,1.15204,2.79496
3513,-421,0.978826,4.39098
3514,-421,0.607858,3.83645
3517,-421,2.30496,2.28576
3518,-421,2.43194,3.44548
3520,421,2.39068,2.82051
3535,421,2.02001,4.24552
3536,-421,1.18325,3.26489
3541,421,0.67009,3.6374
3549,421,0.617429,4.52976
3549,-421,0.818063,2.86014
3560,-421,3.58348,4.1075
3564,421,1.02575,4.11258
3564,-421,0.794888,2.19436
