Event , PID , PT , Y 
3566,421,1.17441,3.36796
3574,-421,1.96517,2.61683
3575,-421,6.55225,2.6646
3576,-421,2.65964,4.68116
3576,421,0.798916,4.54114
3577,-421,0.672218,2.07654
3578,-421,2.05611,2.59979
3583,421,3.86496,2.18093
3583,-421,2.11682,2.0657
3584,421,1.44965,3.40574
3587,421,0.882589,2.59757
3592,421,2.3084,2.29534
3597,421,1.14328,2.74148
3600,-421,1.63806,4.78924
3603,-421,1.49524,4.16442
3606,-421,5.54683,2.98602
3607,421,0.851256,3.9083
3607,-421,2.29715,4.47548
3618,-421,3.38814,2.97628
3620,421,2.66954,4.69878
3625,421,0.703046,3.5166
3625,-421,2.01792,3.64049
3629,421,0.925971,3.87639
3630,-421,0.951709,3.546
3631,-421,0.865785,3.22915
3631,421,0.537978,4.56151
3635,421,2.44446,2.45524
3637,-421,2.91036,2.69217
3638,-421,1.63088,3.70038
3639,421,1.54669,3.65646
3642,-421,3.83066,2.58461
3642,421,4.60278,2.86486
3648,-421,1.29541,2.08522
3653,-421,1.62427,2.45266
3658,-421,1.97442,4.4985
3658,421,1.22727,2.9723
3660,-421,3.00016,4.22574
3661,-421,0.5728,4.0739
3663,421,0.726406,3.06597
3674,-421,1.76811,4.28059
3677,-421,3.89942,2.17991
3680,-421,1.71026,2.25968
3681,-421,1.41427,3.56153
3690,421,3.50802,4.061
3694,421,2.08398,2.37616
3695,421,2.98335,2.93868
3698,421,1.28415,4.69108
3703,-421,1.12335,4.11002
3714,421,1.97941,2.98986
3717,-421,2.17408,2.92608
3722,421,1.23631,2.82453
3722,-421,1.36619,2.27731
3728,-421,2.16345,2.91636
3731,421,2.48292,3.1289
3732,421,0.151808,3.24675
3734,-421,1.02503,2.22943
3735,421,1.10057,3.2947
3736,421,1.25659,3.05703
3737,421,0.0843842,4.14044
3739,-421,1.26702,2.60994
3740,-421,0.934621,3.20516
3741,-421,3.61207,3.5575
3742,421,1.90164,2.39942
3750,-421,0.459706,2.02938
3752,-421,5.80979,2.97191
3752,421,4.93611,3.41929
3757,-421,1.09899,2.48706
3762,-421,0.798598,2.70888
3764,-421,0.651502,3.17871
3769,-421,1.75094,4.1162
3770,-421,5.49267,3.05785
3772,-421,1.55363,4.94888
3772,421,1.49917,3.78775
3773,-421,1.19192,3.97939
3778,421,0.721651,2.22106
3786,421,1.21017,2.18746
3787,421,1.00053,4.34766
3787,-421,3.90121,4.44852
3790,-421,1.8853,2.51781
3793,-421,0.619973,2.51581
3795,-421,2.19893,2.30833
3798,-421,5.28049,2.03719
3800,421,5.21549,3.34458
3803,421,2.40171,2.35692
3807,-421,1.6101,3.22896
3814,-421,1.27541,2.54461
3823,421,3.75146,3.06155
3827,421,2.11567,3.75565
3830,421,0.365858,4.84611
3830,-421,1.51969,4.58909
3835,421,3.87625,2.2691
3839,421,1.95763,2.75047
3842,421,2.94682,2.08117
3843,-421,0.537691,2.43014
3845,421,1.33216,2.89001
3848,421,0.788503,3.56138
3855,421,1.22443,4.44847
3856,421,1.01582,3.5306
3856,-421,2.24959,3.42944
3857,421,2.20431,2.33469
3865,-421,1.22349,3.78868
3865,421,0.669321,2.6878
3868,421,3.38422,3.07739
3876,-421,1.38758,3.13019
3876,421,2.16861,4.53424
3878,421,1.17342,3.49044
3882,-421,1.93422,3.88576
3883,-421,2.72561,3.71551
3894,421,3.23031,2.48799
3894,-421,2.76902,2.48093
3896,-421,1.38758,3.17776
3902,421,1.15636,3.716
3912,-421,0.337959,2.79319
3914,421,2.76697,2.79186
3918,-421,1.95359,4.50469
3924,-421,1.74439,4.00203
3927,-421,1.25033,4.75709
3927,421,1.39167,2.57556
3930,-421,0.886316,4.92492
3942,-421,5.47427,3.51066
3943,-421,0.945104,3.05498
3949,-421,1.57493,3.36019
3956,-421,1.43356,4.06416
3957,421,1.08387,2.72381
3962,421,4.43909,2.35602
3964,421,2.12775,4.27464
3966,421,1.48455,3.28544
3970,-421,3.19946,3.11331
3970,421,1.13487,3.91087
3972,421,1.22812,4.91082
3973,-421,1.40098,3.57803
3974,421,4.59125,4.26891
3982,-421,2.10643,2.90895
3991,421,1.37105,3.04171
3997,-421,3.39099,4.30105
4003,421,2.24936,3.62448
4004,-421,1.53393,2.85511
4017,-421,1.44603,4.94686
4018,421,2.65185,4.2138
4018,-421,2.02686,2.04745
4019,-421,1.24897,2.37433
4024,421,1.83715,3.44225
4026,421,0.592071,4.91113
4026,-421,0.863762,4.9916
4027,-421,3.82824,4.55443
4027,421,4.93926,4.2352
4028,421,6.05765,4.32845
4028,421,4.51134,4.98091
4030,421,0.900892,4.67955
4031,421,1.02371,3.47099
4034,421,1.86976,2.04568
4036,-421,1.12217,2.43198
4040,421,1.16977,2.91103
4043,421,1.43162,2.18471
4056,-421,1.4114,3.30649
4056,421,2.79396,2.74077
4059,-421,1.64561,3.4005
4061,-421,2.83241,4.09159
4072,-421,1.37898,2.26102
4077,421,3.6084,2.25296
4083,-421,0.925689,2.06989
4089,-421,1.88785,2.30259
4100,-421,1.7034,2.40673
4100,421,1.46216,2.66815
4102,-421,1.56627,2.3841
4108,-421,1.73916,3.47703
4108,421,1.64279,4.50968
4110,-421,2.31083,4.20699
4111,-421,3.46831,2.59345
4120,-421,2.74587,3.76565
4129,421,1.0756,3.51629
4134,421,1.51729,3.29723
4134,-421,1.59357,3.33129
4137,421,1.98112,2.141
4139,-421,2.37391,2.40448
4139,421,1.10937,2.53014
4163,421,1.28885,4.03126
4166,421,3.14211,3.25139
4166,-421,9.2063,2.33803
4167,421,1.76621,3.0424
4183,-421,0.3667,2.93631
4195,421,1.94446,2.06991
4199,421,1.36857,2.40895
4200,421,1.12608,4.64598
4204,421,1.05262,3.40658
4208,421,1.69054,2.22678
4208,-421,1.74388,2.01449
4211,421,0.99991,3.13222
4217,-421,3.03929,2.88733
4220,421,0.849975,2.83563
4225,-421,0.113623,4.51911
4230,-421,1.72166,4.14178
4235,421,1.4925,4.22794
4235,-421,1.0589,2.29783
4240,-421,1.06989,3.03982
4241,-421,2.80386,3.72542
4247,-421,1.12538,3.33626
4250,421,0.447481,2.51368
4251,-421,0.958518,2.19176
4259,-421,2.00591,3.1592
4261,421,2.53336,2.754
4265,421,3.51344,4.36459
4266,-421,0.598834,2.3953
4268,-421,4.19429,4.06673
4270,421,1.11391,3.6713
4274,-421,1.264,2.38462
4276,-421,0.972322,4.75464
4277,421,1.00281,3.07237
4288,421,0.8345,3.27519
4293,-421,0.847165,4.28386
4293,421,2.67627,3.3296
4296,-421,3.88494,2.5717
4298,-421,3.49054,2.14106
4299,421,1.37832,2.91699
4302,-421,2.20261,3.65683
4306,-421,1.96518,4.96557
4306,421,0.381601,2.63193
4307,-421,1.97243,2.97703
4307,421,2.15004,3.44488
4321,421,1.37125,3.60709
4323,-421,0.740735,2.55572
4324,-421,1.08708,2.58077
4325,421,2.71275,4.14849
4325,-421,4.25499,4.05656
4328,421,2.29838,2.08373
4333,-421,1.30971,4.44836
4333,421,1.63846,2.83971
4349,-421,1.5716,4.66243
4349,421,1.8959,3.32315
4352,-421,3.57052,3.6013
4354,421,0.694399,4.85216
4358,421,1.12308,4.01046
4363,421,3.33469,3.31961
4367,421,1.6926,3.70638
4373,421,2.62011,4.45088
4373,-421,3.91365,4.23487
4382,421,0.222936,4.13358
4382,-421,0.574071,3.83512
4388,421,2.53028,3.61666
4410,-421,0.891673,3.11443
4412,-421,1.36967,4.34939
4412,421,1.14862,2.14289
4414,421,2.02212,3.69969
4431,-421,0.98659,3.37956
4431,-421,0.953004,2.11847
4431,421,1.70965,2.27832
4436,-421,2.153,2.11772
4446,-421,0.446985,3.29762
4446,421,1.92562,4.15667
4453,-421,1.03677,2.62405
4464,421,1.52105,3.49645
4464,-421,1.73556,2.26167
4465,421,6.12673,4.1586
4468,421,1.82299,2.21013
4470,-421,1.58354,3.70779
4475,421,2.38699,2.41165
4476,-421,0.0494878,2.72188
4479,421,0.74409,4.33329
4486,-421,1.18968,4.30617
4491,-421,3.43702,4.78618
4493,421,3.01507,4.71706
4494,421,1.68319,3.61604
4494,-421,1.15789,4.44923
4500,421,1.54245,4.16836
4500,-421,1.056,2.60509
4518,421,2.82876,2.65996
4518,-421,1.70141,4.03377
4519,421,1.31172,2.84036
4522,-421,3.41196,4.78117
4524,421,1.19421,2.5124
4527,-421,1.92005,3.09371
4530,-421,1.7915,3.28326
4531,421,1.96982,3.32034
4532,-421,1.00657,4.5002
4536,421,2.92264,4.32717
4536,421,1.0161,3.56549
4543,421,2.04593,2.02604
4548,421,1.36786,2.0479
4549,421,2.39171,3.594
4550,-421,2.14015,2.15036
4552,421,2.90068,2.87671
4552,-421,1.93179,4.5864
4553,421,2.10887,4.09289
4556,-421,3.49046,2.33715
4556,421,2.02279,2.91963
4562,421,1.45734,2.11722
4566,421,4.06437,3.49155
4568,-421,3.24847,4.89449
4568,421,1.16966,2.17029
4569,421,1.54121,4.25452
4570,-421,1.46822,3.20005
4573,-421,2.27856,2.08758
4574,421,0.555924,4.02017
4574,-421,1.75675,4.64312
4574,421,1.68297,4.03586
4577,-421,1.27545,4.91243
4579,-421,2.06151,4.23274
4581,-421,1.94768,4.25874
4584,-421,1.24723,3.08222
4585,421,4.01192,3.1463
4585,-421,3.22266,2.33439
4586,-421,1.44964,3.41583
4589,-421,3.94686,2.70967
4596,-421,0.870424,4.8126
4597,-421,0.815876,3.70413
4597,421,4.17136,2.43261
4604,421,2.96904,2.56676
4615,421,3.18474,2.10543
4618,-421,1.50239,2.58916
4624,421,1.77331,4.90733
4624,-421,1.6575,2.50315
4626,-421,1.26791,4.95437
4628,421,2.9184,2.43406
4628,-421,1.98081,2.41948
4630,421,3.10447,2.80451
4634,-421,2.04797,2.01786
4637,-421,1.72211,4.01153
4641,-421,0.421949,2.58218
4642,-421,7.75132,4.5807
4646,421,1.81171,2.07871
4648,-421,1.07455,2.28106
4655,-421,1.83462,2.33538
4660,-421,1.07462,2.53679
4668,421,0.684201,4.86171
4671,421,1.62385,3.3144
4671,-421,1.16366,2.16213
4685,421,1.90603,4.25517
4685,-421,2.98226,4.04691
4689,421,1.74094,2.33886
4698,421,2.39384,4.09589
4703,-421,1.45411,2.60334
4704,421,0.811564,2.81762
4709,-421,2.28276,4.24633
4711,-421,1.30387,2.91902
4712,421,1.74778,3.30446
4719,-421,3.12647,2.63296
4741,421,1.32261,4.85891
4741,-421,1.85855,3.2797
4748,-421,2.34038,3.2952
4766,421,3.4112,4.52054
4773,421,0.066828,2.43508
4798,-421,2.86947,2.93967
4798,421,2.85963,4.17361
4804,-421,0.438996,4.61324
4808,421,1.69199,4.01915
4828,421,3.53353,3.62786
4829,421,2.93498,4.44188
4830,-421,0.761356,2.4774
4834,-421,1.67846,4.13032
4836,421,2.44937,3.60985
4843,421,1.66073,4.46486
4843,-421,1.44489,3.25925
4852,-421,0.813227,2.41998
4854,421,5.0852,3.04269
4857,-421,1.13706,4.73957
4860,-421,2.02913,2.2056
4868,-421,1.26016,4.78071
4868,421,1.29777,2.86071
4881,-421,0.908273,2.59538
4883,-421,1.57683,4.86744
4886,-421,2.79286,3.92426
4887,-421,2.56682,2.44343
4896,421,1.98249,3.57481
4897,-421,0.850343,4.8652
4898,421,1.68224,2.47912
4899,-421,2.32121,4.84224
4902,421,2.33456,2.29199
4902,-421,1.87144,3.50644
4904,-421,3.18932,4.02722
4905,421,1.25566,4.86103
4906,-421,1.0985,3.48052
4912,421,2.09826,2.22449
4914,-421,4.61257,4.04435
4918,-421,0.760292,4.10065
4920,421,1.2318,3.78573
4922,421,1.22213,3.49339
4926,-421,2.81911,4.54399
4927,421,0.893521,2.14549
4927,-421,0.0843774,4.50757
4931,-421,2.33509,2.61151
4935,421,1.66037,3.19637
4946,-421,0.640882,3.45656
4956,-421,2.74259,3.91048
4960,-421,4.31368,2.40792
4964,421,2.68572,4.25026
4969,-421,2.81692,2.4018
4978,421,2.00894,2.2346
4980,421,1.5822,4.81563
4982,421,1.03638,4.17764
4989,-421,1.68324,2.06869
4994,-421,1.18909,2.4473
4999,-421,4.01762,3.75319
4999,421,1.37213,3.34436
5002,-421,1.72199,2.11811
5008,421,1.55957,2.55494
5008,-421,1.29903,2.41998
5016,-421,0.759314,3.3207
5020,421,2.5955,3.16541
5029,421,1.80251,3.19214
5031,421,4.22266,4.35978
5035,421,0.978139,2.02353
5036,-421,0.536404,3.35882
5043,421,3.50892,3.96474
5049,-421,0.684326,3.84607
5059,421,1.33901,4.3989
5063,421,0.364899,2.70342
5070,-421,1.17007,2.76956
5075,421,1.50903,2.27277
5076,-421,2.4929,2.23186
5085,-421,1.89355,4.76735
5088,421,0.560623,2.61525
5091,-421,2.36512,4.92763
5098,-421,2.17573,3.23051
5108,421,2.22198,4.97192
5121,-421,1.05355,4.50021
5124,-421,1.49735,2.37003
5124,421,1.29667,2.07258
5140,-421,0.561155,2.60294
5141,421,1.58762,4.89481
5142,421,4.86999,3.3983
5143,421,0.419445,2.018
5145,-421,1.36263,3.34341
5149,-421,1.14249,3.0157
5150,421,1.50655,3.06931
5150,-421,1.13314,2.69263
5157,421,0.429303,2.02655
5157,-421,1.05044,2.25673
5158,-421,2.51087,2.55295
5158,421,0.79406,3.97936
5160,-421,1.37999,2.43123
5162,421,2.10943,4.58262
5168,-421,1.52301,3.70633
5168,421,0.883846,2.25135
5170,-421,1.7169,3.46118
5175,-421,1.59089,3.9883
5177,-421,1.78918,4.91761
5178,-421,2.10708,4.74758
5184,421,1.03971,2.08887
5191,-421,2.25376,3.79125
5193,-421,2.58881,2.23901
5194,421,1.196,4.96843
5194,-421,2.30017,3.90667
5196,-421,2.06792,4.1349
5197,421,3.01254,3.97788
5213,421,2.26874,2.01675
5215,-421,1.11396,2.33039
5223,-421,5.91251,3.75134
5226,421,1.04073,3.52007
5228,421,1.14417,4.13484
5234,-421,1.46978,2.2291
5240,421,1.12036,4.19774
5242,421,2.53791,4.15338
5244,421,4.73853,2.73839
5254,-421,2.81943,2.3247
5256,-421,2.89021,3.66298
5257,421,2.14848,2.77506
5257,-421,2.03729,4.66998
5266,421,1.43128,2.41106
5270,421,0.940444,3.54477
5272,421,1.59554,2.81541
5282,-421,0.848342,3.50269
5300,-421,0.814696,2.11577
5320,-421,0.339425,2.48064
5320,421,1.44751,2.46394
5321,421,2.37943,3.67051
5324,-421,2.2818,2.15185
5334,421,8.37489,4.4191
5335,-421,2.18716,3.31355
5338,421,1.08519,4.89645
5341,421,0.928894,4.83182
5346,-421,0.565957,4.92249
5349,421,7.29356,4.44646
5349,421,1.06867,2.9124
5355,421,3.37043,4.37717
5356,-421,2.45159,4.08733
5357,421,1.49974,4.03898
5357,-421,2.97633,3.66741
5358,421,1.74244,3.50912
5368,421,1.70794,4.26634
5371,421,1.0207,3.87452
5371,-421,0.58711,4.48361
5379,-421,0.709533,2.69813
5380,421,2.24618,4.00214
5380,-421,0.0613451,4.90486
5382,421,2.36895,2.11668
5383,-421,1.40035,3.20891
5386,421,1.10153,3.2725
5387,421,1.41026,2.39365
5397,-421,0.861188,3.4012
5400,-421,1.24695,2.73285
5418,-421,0.670965,2.16387
5419,-421,5.02628,3.57205
5421,-421,0.870774,4.07969
5425,-421,1.46838,4.0149
5426,-421,2.05537,3.58549
5430,421,0.898759,3.93252
5437,421,0.295753,3.95196
5442,421,2.95177,3.26783
5442,-421,2.31591,4.10213
5450,421,2.0704,3.85339
5453,-421,1.98027,3.87047
5453,421,2.61791,2.06167
5455,-421,2.36459,3.15618
5474,421,2.76119,3.79592
5479,421,1.91747,2.48793
5481,-421,1.30968,2.57519
5490,-421,1.77898,4.25742
5509,-421,2.0368,2.73005
5514,421,0.794719,3.69726
5523,421,2.01052,4.64281
5527,-421,5.85045,3.4047
5527,421,1.5426,3.30346
5537,421,0.971961,4.59378
5537,-421,2.11054,3.90686
5538,-421,2.30041,3.36062
5540,421,1.37125,4.18001
5546,421,6.57474,3.96945
5554,-421,3.20787,2.63193
5558,-421,1.23036,2.48005
5560,-421,1.1888,2.41624
5562,421,3.92137,2.623
5562,-421,3.00586,2.21788
5563,-421,1.54863,3.76735
5563,421,1.14345,3.45017
5565,421,1.49696,4.02655
5565,-421,1.54166,2.58271
5567,421,0.614149,4.32221
5571,421,0.810994,2.96234
5573,-421,2.89792,4.25369
5574,421,0.601997,2.38132
5575,-421,0.436587,2.08755
5579,421,2.0356,3.25436
5581,-421,1.11199,4.73431
5581,421,1.34603,3.27896
5590,-421,0.604766,3.43448
5594,-421,0.809229,2.21778
5604,-421,2.10473,3.89167
5605,421,2.29061,3.96446
5611,421,4.14459,4.60896
5612,421,0.843695,3.41725
5613,421,3.13956,2.68555
5618,-421,2.41615,2.99744
5624,-421,1.70805,4.33437
5628,421,2.48951,2.95598
5635,421,0.962482,3.92477
5639,-421,1.19599,2.0547
5642,421,0.279386,2.83776
5649,421,1.46748,2.19106
5650,421,1.05589,4.8484
5661,-421,2.05909,3.0911
5669,421,0.713465,3.29523
5681,421,1.38528,2.81981
5689,421,0.596294,2.28574
5690,421,2.27328,3.07583
5692,-421,1.24597,4.22568
5696,-421,2.22982,4.2302
5707,421,1.72688,3.10416
5708,-421,1.16634,2.89511
5715,-421,3.12695,4.48394
5727,421,0.757714,4.44745
5734,-421,0.750358,3.04192
5740,421,1.43606,2.05314
5742,-421,1.10803,3.96804
5752,421,2.25268,4.56228
5753,-421,1.22245,2.45039
5753,421,2.06472,3.22677
5757,421,3.86423,2.10852
5763,-421,2.2912,2.0628
5763,421,0.743643,3.49468
5774,421,2.34678,4.14234
5774,-421,3.03609,3.63268
5775,421,2.34024,3.46277
5792,421,1.3886,2.97874
5796,421,1.44119,4.39072
5796,-421,1.13425,4.05639
5799,421,2.49225,2.98961
5807,-421,2.35317,2.0433
5808,421,0.332053,4.6668
5815,-421,3.65728,2.06258
5822,-421,4.15867,3.32692
5824,-421,2.1165,2.57596
5828,-421,1.23016,3.82334
5829,-421,1.8802,2.7248
5829,-421,1.94718,2.69646
5837,421,1.94497,3.46637
5837,-421,1.14631,2.80457
5841,-421,2.54493,3.36418
5847,421,2.81797,2.01017
5852,-421,1.61732,2.90341
5855,-421,1.13483,2.74277
5864,-421,0.635176,2.04649
5866,-421,0.705712,4.0487
5872,-421,1.79157,4.91684
5873,421,1.08667,4.25482
5879,421,2.63352,3.62497
5881,-421,2.2894,2.39256
5883,421,4.28987,4.13729
5885,421,2.34911,2.52934
5885,-421,0.624181,2.09684
5891,-421,1.37343,4.70738
5891,421,0.710399,3.49245
5896,-421,0.500159,3.46076
5898,-421,3.68989,2.5863
5898,421,2.61267,3.57978
5900,421,0.844695,2.67796
5905,421,1.81642,2.31033
5905,-421,3.19355,2.65986
5908,421,0.546524,4.01814
5914,-421,1.64595,3.88323
5923,-421,0.914629,3.47765
5925,-421,0.73601,2.29413
5925,421,2.24149,2.66184
5932,-421,1.00495,2.52158
5943,421,0.366821,2.47464
5947,421,1.99759,2.47023
5947,421,0.307459,4.91494
5947,-421,3.46969,3.40473
5952,421,0.918045,2.37144
5959,421,1.71921,2.04194
5962,-421,3.10974,3.50642
5964,-421,1.8803,2.77177
5967,-421,2.22071,3.46281
5972,-421,2.82662,2.32695
5980,-421,1.34298,4.51198
5980,421,1.53335,3.66687
5983,421,0.96414,2.13365
5990,421,0.320658,4.00151
5994,421,0.892657,3.57548
5995,421,1.69984,4.46991
5995,-421,1.77876,3.70369
5997,421,1.6813,3.97112
5999,-421,1.81505,4.77177
5999,421,3.10138,3.12109
6003,421,2.16265,2.64274
6009,-421,4.98541,2.72287
6009,421,4.71805,2.73734
6014,-421,2.19917,2.07201
6016,-421,0.506531,4.28612
6019,-421,3.10917,4.68941
6020,-421,0.322962,2.09448
6024,421,0.696314,3.64984
6026,421,1.18457,4.62005
6027,421,1.21085,4.99609
6035,-421,2.2762,2.18987
6046,421,5.00167,4.56925
6047,421,2.0439,4.79552
6047,421,0.883339,4.25847
6056,421,2.0361,2.80394
6069,-421,0.574282,2.84934
6075,421,2.80513,3.07336
6087,-421,1.29804,2.73417
6088,-421,1.58841,3.67244
6089,-421,0.463213,3.14228
6090,421,0.858426,4.02427
6090,-421,1.32764,3.27308
6094,421,0.485723,2.2894
6096,421,1.70903,2.34645
6097,421,1.64954,3.41023
6106,-421,2.92047,4.04184
6106,421,1.16219,4.66347
6110,421,1.41634,2.29599
6112,-421,1.96918,4.28835
6113,421,1.21969,2.67718
6114,421,0.914392,4.21114
6114,-421,0.471425,2.6238
6122,421,5.28874,4.44552
6132,421,2.3637,4.36573
6135,-421,1.65954,4.61594
6136,-421,3.76843,2.72672
6137,-421,0.365092,4.6719
6137,421,1.03813,2.52575
6138,421,3.16636,3.99965
6138,-421,2.00533,3.55611
6140,421,1.2115,4.05669
6142,-421,0.0814328,2.50788
6149,-421,1.02927,2.46356
6150,421,0.244266,4.21304
6151,421,2.44829,3.80236
6151,-421,3.10932,4.85498
6153,-421,2.28498,4.62319
6153,421,1.3182,2.01642
6170,421,1.24088,3.83684
6173,421,2.69363,3.16003
6177,-421,1.64006,3.15951
6179,421,1.75618,3.30692
6182,-421,1.84132,2.66121
6183,-421,2.20285,2.01039
6188,421,1.50495,4.05241
6197,421,3.01737,2.95512
6199,421,2.09437,4.20036
6199,-421,1.23697,3.17478
6203,-421,1.69277,2.06644
6210,-421,2.60073,4.95905
6219,-421,0.729737,3.23927
6223,421,2.31581,2.86711
6227,421,1.27257,2.17098
6235,421,0.805391,2.3528
6237,-421,4.2057,3.11279
6243,-421,0.949172,2.28333
6253,421,0.802665,3.16263
6255,-421,0.792518,2.32317
6257,421,2.22793,4.74535
6258,-421,1.97378,4.12694
6259,421,2.29104,2.49006
6261,421,1.30685,3.39969
6270,421,2.70816,2.6951
6271,421,1.02371,4.08166
6272,421,1.34597,2.98691
6272,-421,0.504903,2.52063
6281,421,3.74685,4.14619
6284,421,2.50815,2.30034
6287,-421,1.45748,4.20556
6290,-421,1.78834,2.06935
6295,-421,0.955464,2.14604
6300,-421,0.178015,4.23478
6303,421,3.1014,2.1306
6306,421,1.10633,2.53276
6324,-421,4.52376,2.91693
6328,421,6.59646,3.67626
6329,421,2.1168,3.60034
6334,-421,2.60811,2.23521
6334,421,2.34071,3.00849
6335,421,1.08066,3.64475
6338,421,1.93569,3.85992
6342,421,0.736834,3.16321
6343,-421,0.984157,2.24417
6344,-421,4.15491,4.95278
6345,-421,1.31559,4.65339
6351,421,1.72469,3.10607
6351,-421,1.55679,4.19348
6352,421,3.59095,4.08441
6352,-421,1.97328,4.34065
6353,421,0.216987,2.31795
6359,421,1.67222,4.59446
6361,421,1.10462,2.23766
6363,421,1.8069,2.26283
6367,421,1.65063,3.32074
6367,-421,1.9179,2.64658
6380,421,4.86292,2.42818
6381,-421,1.85142,2.30132
6388,421,2.10455,3.63015
6410,-421,0.546735,2.43329
6420,-421,1.39839,2.35703
6424,-421,1.30351,3.24854
6425,421,1.25051,2.65303
6432,421,3.76309,3.76972
6432,-421,0.970491,3.18223
6434,421,1.72623,4.66598
6436,421,8.82428,3.2517
6436,-421,3.24372,2.87371
6446,421,1.28687,4.16146
6448,421,8.55279,4.49513
6448,-421,3.25236,4.23579
6452,-421,0.393849,2.64875
6456,421,0.381655,2.58209
6461,421,2.52843,2.10923
6461,-421,1.24528,2.84273
6472,-421,1.29667,4.04799
6472,421,1.49434,4.63171
6475,421,1.27748,2.6893
6479,-421,0.822373,4.74434
6479,421,2.72809,2.75442
6480,-421,3.22556,2.18811
6483,421,0.939301,2.1569
6492,-421,1.41028,3.19271
6497,421,3.4678,2.17291
6500,-421,3.38389,2.72029
6505,-421,1.2102,2.14742
6508,-421,0.131347,3.54412
6509,421,2.97863,2.40248
6511,421,0.510681,4.155
6512,421,2.49488,4.69695
6513,-421,0.53957,4.46961
6514,421,1.85092,4.92986
6515,-421,2.41769,3.30929
6515,421,2.60934,2.85744
6517,421,2.30274,2.93641
6520,-421,1.90355,2.60744
6521,421,1.32876,4.03686
6524,421,0.978998,3.55636
6527,421,2.05947,4.49527
6539,421,0.818032,3.81818
6545,-421,1.30636,3.25455
6547,421,1.9424,2.84151
6552,421,1.98627,2.91848
6555,421,0.971328,4.59911
6555,-421,1.52446,2.482
6559,-421,2.71526,2.42536
6565,421,2.35857,2.76641
6578,-421,1.91255,3.40638
6578,421,0.930811,2.82242
6588,421,0.820237,2.87685
6594,-421,1.49578,4.35924
6609,-421,3.39584,4.22871
6610,421,3.27008,3.66267
6619,-421,1.54447,4.56486
6623,421,1.59685,4.14285
6627,-421,1.19225,2.8548
6628,421,1.16264,3.80207
6630,-421,1.27487,4.76422
6636,421,2.59688,3.94122
6639,421,1.08649,3.59183
6642,-421,0.54966,3.33801
6644,-421,4.25145,3.15772
6645,421,0.815689,2.03077
6648,-421,2.06561,3.60374
6650,421,0.957374,2.11789
6652,421,0.790906,2.91351
6663,421,2.11241,3.26541
6673,-421,2.49752,4.48883
6677,421,1.71336,3.86409
6682,-421,1.03217,2.766
6683,-421,1.13102,2.86782
6686,421,1.54675,4.64897
6686,-421,1.99201,4.50073
6690,-421,1.08285,2.27626
6697,421,1.28541,2.97725
6699,421,1.59874,2.28992
6703,-421,1.65787,3.26605
6711,421,1.57848,2.58754
6713,421,1.2917,4.15923
6714,-421,1.58754,2.86837
6718,421,2.81862,2.75201
6734,421,0.831419,3.20987
6734,421,0.831107,2.44593
6736,-421,2.11955,2.49191
6737,-421,3.26476,4.00582
6737,421,3.3013,3.03924
6741,421,1.66368,2.30801
6742,421,1.52183,3.04428
6746,421,4.40758,2.24487
6748,421,1.3798,4.56516
6750,-421,1.08125,2.30371
6754,421,1.45169,4.89402
6754,-421,1.67469,3.86097
6761,-421,1.34207,4.36782
6762,421,1.57688,2.34548
6767,421,1.78974,4.02368
6770,-421,3.94235,3.80369
6771,-421,0.589093,4.21349
6772,421,4.18765,3.16819
6776,421,2.72038,2.00133
6776,-421,0.131035,3.06021
6785,421,0.677637,3.83295
6787,421,2.94033,3.9229
6787,-421,0.765161,3.68785
6788,-421,1.72506,2.70133
6796,-421,0.760327,2.18064
6806,-421,1.62238,4.73412
6810,-421,1.91385,4.64144
6812,421,1.62343,3.1344
6812,-421,1.41714,2.23369
6813,-421,2.10953,2.83308
6815,421,1.36843,4.00297
6819,-421,1.54022,2.0629
6819,421,1.82325,3.37972
6820,-421,1.22234,2.94959
6825,-421,2.96766,2.13419
6830,421,2.48947,4.3208
6831,421,2.61339,3.66457
6833,-421,1.71643,3.86621
6837,421,4.82734,2.60078
6839,-421,1.01495,3.42575
6840,421,0.754177,3.03806
6844,421,1.31437,4.79316
6846,-421,1.84081,2.24081
6850,421,0.873745,4.64361
6854,-421,1.70248,3.55567
6857,-421,2.15673,2.36904
6870,-421,2.32338,4.1183
6880,421,1.19026,4.82369
6883,-421,2.3223,2.73628
6887,-421,2.40572,3.31963
6889,421,4.53665,2.11371
6893,-421,1.56917,2.09795
6900,-421,1.09205,4.63644
6908,421,0.819962,4.05024
6909,421,3.91927,3.27976
6909,-421,3.7108,2.71428
6909,421,7.14502,2.02829
6915,-421,1.21182,4.1319
6925,421,1.55803,3.6935
6926,-421,1.80194,2.60022
6939,421,1.07271,4.87345
6939,-421,3.46325,3.59111
6941,421,2.94018,3.87731
6941,-421,2.37143,2.78082
6944,-421,1.63016,2.57214
6958,421,1.56306,2.37871
6963,421,0.602852,3.01847
6971,421,1.13009,2.55658
6973,-421,1.76044,4.76957
6977,-421,2.09762,2.33078
6979,421,2.8341,3.07003
6985,-421,0.323224,2.48526
6986,-421,0.829141,4.47555
6986,421,1.32381,4.31706
6987,-421,1.07154,2.19015
6989,-421,1.34608,2.7709
6990,-421,1.1174,3.72041
6994,-421,1.29745,3.29888
7013,-421,2.70497,4.52436
