Event , PID , PT , Y 
232,421,0.763301,-0.904564
237,-421,1.16222,0.893553
238,421,0.881571,-0.646688
240,421,1.35435,-1.26326
245,421,1.90031,-1.0314
246,421,1.5293,-0.000946439
249,421,2.87424,0.226432
250,-421,0.648556,1.07154
253,421,0.439939,0.803826
268,421,2.69982,0.180894
268,-421,5.62561,-1.97293
269,421,1.23834,-1.88433
271,421,1.36449,1.7552
272,421,0.445903,1.18696
275,421,0.73065,0.576706
275,-421,2.19679,-1.12538
276,421,1.24413,1.06985
277,-421,3.78859,1.99176
277,421,1.90162,-1.70646
279,-421,1.46134,1.02097
280,421,4.79806,1.88726
281,421,0.22387,-1.48224
281,-421,1.65186,-0.140624
288,421,1.95194,-0.660996
289,421,0.360501,-1.56548
291,421,1.3839,-1.24753
295,421,1.22902,-1.50958
300,421,2.93837,1.22354
300,-421,1.86179,0.241839
301,421,5.34131,0.989724
304,-421,3.02085,-1.97934
305,-421,2.4733,0.463029
308,421,1.90825,0.462504
309,-421,1.17535,0.562523
312,421,1.13489,-1.83437
313,421,2.39076,-0.428638
325,421,1.50584,0.478415
325,-421,0.836765,0.0938273
327,-421,1.92293,1.30298
328,421,1.91589,-1.84146
329,421,1.58715,0.885706
333,421,1.31124,-1.71992
335,421,0.118642,-1.40698
336,421,1.61007,1.15529
337,-421,0.555681,0.192598
339,421,2.14233,0.431677
339,-421,1.43699,-1.50287
341,-421,1.82511,1.49672
347,-421,0.659024,-1.62469
348,-421,1.00599,1.40687
353,421,2.58874,0.451143
354,-421,4.88757,-1.66976
356,421,2.12002,0.776098
357,-421,1.43257,1.13725
357,421,0.25538,0.0413395
358,421,1.03649,1.5144
359,421,1.28273,0.535084
360,-421,5.0987,0.195027
363,421,3.60387,1.50976
364,421,2.37012,1.79273
365,-421,1.77234,0.830966
370,421,2.65068,1.88509
375,421,2.75626,-0.738659
377,-421,1.37044,-0.0271063
381,421,3.37677,0.00528959
382,421,2.38492,1.24781
385,421,2.28029,-0.710892
387,-421,0.161894,1.01462
395,-421,1.09123,-1.98427
398,421,1.94491,0.300703
406,421,2.72893,-0.0290953
411,-421,1.85642,0.141204
412,421,2.05516,-1.56181
413,421,2.60707,0.905469
413,-421,1.50157,-0.24238
415,421,4.36971,-1.59312
415,421,4.42483,1.98833
415,-421,2.49109,1.59869
416,-421,6.74277,-1.12808
419,421,7.20312,0.0384514
419,421,2.17839,-0.769695
431,-421,1.60847,0.448862
433,-421,4.03762,0.484516
433,421,2.24732,0.675177
434,-421,3.666,-0.180751
435,421,1.0529,-0.319573
438,-421,0.154325,-1.6443
438,421,1.23413,-1.79233
441,421,1.39941,0.58393
441,-421,1.56629,0.793014
444,421,3.82145,-1.81012
445,421,3.84638,-0.725884
445,-421,3.98532,1.07531
451,-421,1.27378,1.86464
452,421,1.12717,1.98665
453,421,3.98568,0.760777
454,421,1.93984,-0.550901
454,-421,3.64291,-0.21815
455,-421,3.17312,0.354699
460,421,1.50737,-0.44056
464,-421,1.26272,-0.38973
466,421,1.2677,0.984905
471,-421,1.82773,0.963569
473,421,0.77313,1.32075
486,421,2.4295,-1.40339
490,421,1.37823,-0.970991
492,-421,3.77054,0.51586
498,421,1.65772,1.52177
501,421,1.43331,-0.830463
502,421,0.38263,1.18139
506,421,1.24516,1.23506
507,421,0.303038,0.959547
510,421,2.54161,-0.662707
511,421,0.229647,-1.25826
516,421,1.58369,1.91003
520,421,1.42948,0.793628
522,-421,2.10559,-0.822911
524,-421,1.84496,-0.607685
526,-421,4.66624,-0.935374
526,421,2.60308,-0.13255
528,-421,1.62359,-0.873332
528,421,1.32193,0.214953
530,-421,2.2827,-0.0660378
530,421,1.7,0.601713
539,421,2.81566,0.361992
540,421,1.20144,-0.415582
540,-421,1.38598,0.398436
543,-421,2.06256,0.01544
546,-421,0.888713,1.47278
547,-421,2.77913,-1.5695
549,-421,0.758849,1.71187
551,-421,0.805931,0.798103
551,421,2.16014,-1.44598
552,421,0.391519,-0.721364
552,-421,1.02669,1.40621
557,-421,0.650688,-1.83926
562,-421,2.11483,0.337479
566,421,1.06125,-1.81944
569,421,3.19615,-0.800584
570,421,2.6354,1.28065
577,-421,1.75354,1.90223
581,421,1.87821,0.0503599
582,421,2.2142,-1.84497
585,421,0.452825,-1.90943
585,-421,1.5785,-0.198426
588,421,2.03579,1.68552
588,-421,3.82467,0.852432
588,421,2.53656,-0.517818
589,421,7.20484,1.01058
592,421,1.61583,0.24094
597,421,0.832891,0.287005
603,421,1.86066,0.83264
604,-421,1.30806,1.49849
605,-421,2.66519,0.321795
605,421,3.13135,-1.53127
611,-421,2.34379,-1.22871
616,-421,1.6927,0.482204
620,421,1.14299,-0.194472
623,421,4.72613,-1.42173
624,-421,3.03102,0.26246
626,-421,1.8384,-0.489057
629,-421,0.224042,-0.873587
631,421,2.52674,1.1142
636,421,2.26284,-1.07375
636,-421,1.55441,-0.420045
637,421,1.31335,-0.58857
639,421,1.08893,-1.20258
645,421,1.23319,-0.772761
646,-421,0.807633,1.13831
647,421,2.78117,0.777006
648,421,1.7254,0.344417
649,-421,0.989901,0.18557
653,421,2.26013,0.0177019
654,421,2.45141,-0.0524581
655,421,0.715622,-1.14889
656,-421,4.6173,0.785441
665,-421,0.743008,-1.50921
665,421,1.22908,-0.711712
668,421,1.53318,0.838479
670,-421,1.74287,0.123365
671,-421,3.36892,1.6554
673,-421,1.5663,0.43248
675,-421,1.94173,-0.528361
676,421,2.80439,0.02479
679,-421,2.20321,-1.49645
680,-421,3.29462,0.0185476
680,421,3.07593,-0.744264
681,421,1.9778,0.429423
681,-421,1.52041,-0.0593895
682,421,1.78754,0.0781748
683,-421,2.21965,-0.977705
683,421,1.40196,-1.54165
685,-421,2.61146,1.17906
686,421,1.96883,-1.1995
687,421,0.894976,1.86824
688,-421,4.53753,0.168697
689,421,0.908156,0.826899
690,421,2.83843,-0.525942
698,421,3.11174,-0.533725
704,-421,1.46496,-0.568632
707,-421,4.27845,-0.121813
707,421,3.38112,-1.65004
708,421,2.0346,1.70011
711,-421,2.48358,-1.37446
715,-421,1.25158,1.79517
725,421,1.62047,-0.99719
729,-421,1.89968,-1.6975
730,-421,1.26305,-1.13809
731,-421,4.06582,-1.00388
734,421,1.57675,1.44458
736,-421,1.17356,1.6482
737,421,0.245245,-1.04263
739,-421,3.05358,1.37129
747,421,3.55888,-0.883793
748,421,2.06402,-0.26722
749,421,2.10669,0.276631
751,421,1.96313,-1.35583
752,421,0.683914,1.56417
752,-421,1.34478,-0.338752
759,421,2.21982,-1.31317
762,421,2.34974,-0.909283
763,-421,1.50952,1.9272
763,421,1.55732,1.25742
767,421,1.36482,-0.32356
768,-421,2.04767,-1.79808
769,421,1.50778,1.4955
776,421,2.39244,1.30896
776,-421,4.66859,-1.93944
776,-421,1.18856,0.228622
779,-421,6.35481,-0.102029
781,-421,1.2988,0.991355
783,-421,1.57229,-1.93692
785,421,1.6938,0.281126
788,421,1.68252,1.14819
790,-421,5.18351,-1.96922
791,-421,1.33344,-0.168438
792,-421,7.18188,0.296763
793,-421,2.18449,-0.518412
794,-421,2.45143,-0.637367
795,421,2.76211,-1.39771
797,421,1.20476,-0.820809
797,-421,0.711603,-1.70796
798,421,1.54797,0.538589
800,421,0.503397,0.465763
800,-421,3.05797,0.0737477
801,-421,2.18337,0.0448299
803,-421,0.318722,1.13867
804,-421,0.955145,-0.307481
805,421,3.35744,-1.26693
806,421,0.79783,-0.487314
809,421,0.577704,-0.76749
815,421,0.47242,-1.55036
815,-421,1.86745,-1.34947
816,-421,5.76589,0.344521
817,421,0.700002,-0.142359
817,-421,2.56161,-1.57781
818,-421,0.827613,1.38755
820,421,1.05736,-1.18045
821,-421,1.83055,-0.246239
823,-421,0.694572,-1.5686
826,421,2.22667,1.48455
826,-421,0.914805,1.32449
827,421,0.69725,1.86914
828,421,1.77519,-0.296951
830,421,0.95977,-0.774878
834,-421,2.34293,-0.139118
840,-421,5.31139,-1.43441
841,-421,0.863889,1.91571
843,-421,1.24361,0.251302
843,421,1.92818,-1.22243
845,-421,1.87582,0.174132
846,-421,1.98855,0.596992
850,-421,2.87779,0.232654
851,-421,0.50109,0.466379
853,421,1.95625,0.873241
855,-421,0.781326,-1.70561
856,421,3.46564,1.54036
866,421,1.11757,0.863625
870,-421,2.207,-0.990462
873,421,1.70365,-1.37196
875,421,1.78608,1.73448
877,-421,2.75436,1.60403
877,421,1.70054,-0.235332
885,-421,2.64549,0.533597
885,421,2.37036,0.286285
886,421,0.669918,-1.78442
888,421,0.639328,-1.1607
889,-421,1.60883,1.05373
890,421,0.301773,0.820343
890,421,4.39375,-1.14262
891,421,1.71803,0.511003
894,-421,1.70947,1.66507
898,421,1.79967,1.10863
900,-421,2.6008,-1.684
901,421,1.53632,0.401127
902,421,1.11386,0.833331
909,421,2.79262,1.91471
910,-421,1.49572,-0.726433
911,421,3.53329,-0.185987
917,-421,4.09354,0.741141
921,421,1.46554,0.992423
921,-421,0.473876,0.801228
922,421,4.35628,-0.938942
923,-421,1.69616,-0.714957
923,421,1.98814,0.270343
924,-421,1.48746,-0.0790712
925,-421,5.99264,1.83708
926,-421,1.63169,0.676826
927,-421,3.13588,-0.338472
927,421,1.96807,-1.05001
932,-421,4.0435,-0.996494
933,-421,5.66063,1.04975
933,421,3.07792,-0.107236
945,-421,5.16956,-1.37466
946,421,1.83724,1.02177
948,-421,2.29231,-0.719215
949,-421,0.913984,-0.225554
951,-421,1.34141,-0.922349
953,-421,1.16804,-0.971882
953,421,1.80909,0.716216
954,-421,0.542565,-0.324661
956,421,2.03745,0.764018
956,-421,0.978134,-1.11853
958,-421,2.10517,1.91451
959,-421,0.249342,-0.234173
960,421,2.98285,0.903112
960,-421,3.5081,0.553341
963,421,1.08463,0.104916
964,-421,1.79825,-0.871253
966,-421,1.89566,1.75047
973,-421,1.48228,0.105196
974,421,4.11804,1.42369
976,-421,1.55494,0.887789
979,-421,1.19623,-0.198309
979,421,3.57789,-1.40398
986,421,2.28578,-0.601976
988,-421,2.91994,-0.522181
989,421,2.29064,-1.017
990,421,1.92743,-1.55671
991,421,1.13142,-1.28739
994,-421,3.58921,0.810371
997,421,0.540565,0.28875
998,-421,1.4733,0.375624
1004,-421,0.774143,0.123668
1006,-421,2.33507,1.96079
1007,421,0.758399,1.46563
1007,-421,0.891093,1.01201
1008,421,1.09739,-0.631079
1009,421,3.69784,0.0423145
1011,421,1.48769,-0.160871
1011,-421,2.98087,-0.466921
1014,-421,1.97851,0.914392
1015,-421,1.79182,-0.114778
1019,-421,2.73365,-0.0361181
1021,421,0.891751,-0.447502
1022,-421,2.3324,-0.387958
1028,-421,2.26312,0.284483
1029,421,1.60593,-1.01529
1031,421,7.1898,-0.41124
1031,-421,8.81121,-0.0346842
1032,-421,0.59608,-0.0324813
1035,-421,1.68087,-0.369092
1038,421,1.03052,-1.9954
1043,421,1.71929,1.23711
1043,-421,0.508782,0.935053
1051,-421,2.77289,1.84863
1057,-421,1.12423,0.23651
1058,421,2.74135,-1.27648
1058,-421,2.28086,1.29691
1060,421,0.697906,0.546137
1063,421,0.545948,-1.92342
1065,421,3.09075,1.34554
1065,-421,0.712252,1.1826
1067,421,0.649581,-0.742319
1068,-421,1.80373,-1.95822
1070,-421,1.47473,-0.271313
1071,-421,1.27908,-1.11501
1073,-421,3.53567,0.620698
1074,-421,1.67236,-1.77225
1075,-421,3.43764,-0.789101
1078,421,2.63378,-0.189666
1078,-421,3.17415,1.88805
1081,421,1.12057,-0.127833
1082,-421,1.07149,-1.20109
1083,-421,0.424657,1.41387
1084,-421,2.6115,-1.20644
1088,421,3.64809,-1.90757
1088,-421,2.84085,-0.109208
1092,-421,0.328617,0.424464
1095,-421,1.58463,0.723829
1097,421,2.25742,0.672213
1098,-421,1.03422,-0.272513
1098,421,4.90274,1.27332
1100,-421,0.625045,0.14013
1104,-421,1.94268,-0.761761
1109,-421,1.34812,-1.11646
1110,-421,1.04807,1.16528
1111,-421,2.64834,-1.99424
1117,-421,5.11757,0.123856
1117,421,3.54256,1.22138
1121,-421,3.20192,1.03924
1122,421,2.56287,1.14927
1126,421,2.32459,1.21873
1129,-421,2.99478,1.05051
1131,421,1.94478,-0.665272
1131,-421,2.44489,1.92711
1133,421,1.06143,-0.474261
1140,-421,1.57487,-0.557203
1141,-421,3.70451,0.102036
1143,-421,0.586406,0.380847
1147,-421,2.51089,0.530185
1147,421,3.83259,1.63917
1150,421,1.45881,0.494363
1153,421,0.490302,0.0870313
1154,-421,1.30576,-1.53791
1154,421,1.40726,-0.550457
1161,421,5.7363,-0.12204
1161,-421,4.93774,-1.98939
1164,-421,1.08277,-1.47114
1166,-421,1.15594,-0.934519
1166,421,1.05732,0.307274
1168,-421,2.95095,-1.21974
1173,-421,0.706108,-1.46977
1174,421,3.7708,0.216321
1176,-421,2.64778,0.731625
1176,421,3.1373,0.0275795
1177,-421,1.36626,0.391552
1179,421,2.47722,0.982956
1181,421,1.72961,-0.134384
1182,421,0.955503,-0.00725597
1182,-421,1.3744,1.44405
1188,421,1.04653,-1.91272
1189,-421,3.94887,-0.877142
1191,421,0.958659,-0.389291
1191,-421,1.11935,1.96021
1192,-421,1.84344,-1.98679
1193,-421,4.85106,-0.783436
1193,421,3.08318,1.37204
1195,421,3.278,-1.33004
1197,421,3.08483,0.598737
1197,-421,1.83439,-0.639444
1200,-421,2.23952,-1.47939
1203,421,1.21548,-0.58027
1205,421,3.25292,-1.73464
1205,-421,2.11281,1.59705
1207,421,0.278259,-0.649856
1209,-421,2.63838,-1.70668
1215,-421,1.97457,-0.704337
1218,-421,1.32508,-1.74134
1219,421,1.91773,0.520629
1220,-421,3.07217,-0.117655
1221,421,0.0427098,0.529851
1221,-421,0.656254,0.626514
1222,-421,1.166,-0.775842
1222,421,2.65813,-0.0374119
1224,-421,0.908736,0.0338548
1229,421,0.751884,0.0196194
1230,-421,1.24542,-1.85815
1234,421,2.02621,0.669108
1244,-421,1.60775,-1.94225
1244,-421,2.08285,1.47409
1244,421,1.2919,-1.22347
1244,421,2.23369,1.97333
1246,-421,0.899519,-0.552587
1247,421,2.0132,1.89699
1247,-421,1.03784,-0.152258
1252,421,3.14126,-0.0377033
1255,421,2.22045,-0.895592
1256,-421,1.26389,-1.62356
1256,421,2.08678,0.0568168
1260,-421,0.168303,-0.261304
1260,421,3.31737,-0.173591
1260,-421,2.60623,0.92565
1261,-421,0.988533,0.48393
1262,421,2.20004,1.11434
1263,-421,1.15681,-0.61314
1263,421,1.9043,0.0199013
1263,-421,4.49824,-0.443397
1265,-421,1.72042,-1.94774
1266,-421,2.25107,-1.67397
1274,421,0.885072,0.0290005
1275,421,0.517044,-1.21294
1276,-421,2.01174,0.437433
1277,421,1.18401,-1.07938
1278,-421,2.45193,1.84418
1278,421,0.429289,-0.0818401
1284,-421,0.930127,-1.36348
1286,-421,0.748631,0.196396
1290,421,0.916539,-0.753108
1291,421,1.65975,-1.78701
1298,421,2.68979,1.22335
1300,-421,1.51575,1.84462
1300,421,1.04229,0.223615
1304,421,1.1263,1.20374
1307,-421,1.6919,0.758512
1309,421,1.27838,1.58409
1310,-421,4.39351,0.577595
1310,421,4.88519,0.363508
1312,421,0.850842,-1.65426
1317,-421,0.619019,-0.680258
1318,-421,2.55967,-1.74958
1321,-421,0.611516,-1.37461
1322,-421,1.25869,0.23095
1324,421,6.79071,-0.83111
1324,-421,1.18041,1.88035
1328,421,1.56443,1.93763
1328,-421,2.57979,0.691649
1329,421,1.71787,-0.734703
1331,-421,3.88455,-1.26898
1334,421,1.97345,0.866811
1334,-421,1.55696,-1.41717
1335,-421,1.1883,1.92634
1339,-421,1.83514,-1.80492
1340,-421,1.81529,-1.34739
1345,421,0.741181,0.289951
1350,421,4.14561,-0.545766
1351,-421,2.84028,1.55048
1352,421,2.5051,-1.55002
1354,421,0.678448,-1.87797
1355,-421,3.28156,1.18818
1356,421,0.417928,-1.62828
1357,421,3.22478,-1.77526
1362,421,1.79955,0.930897
1365,-421,3.49093,0.974674
1365,421,1.99131,-0.994677
1369,421,1.2137,0.431383
1370,-421,3.39747,1.73937
1370,421,2.85634,-0.432692
1371,421,1.9927,0.975647
1373,-421,1.59407,1.09977
1374,-421,0.474152,-1.31425
1375,421,0.648385,1.62177
1377,421,2.18437,-0.53988
1378,421,2.11925,-1.26924
1382,-421,1.7166,1.85388
1386,421,0.762112,0.912978
1387,-421,1.48848,0.153746
1389,-421,1.12512,-1.63536
1391,-421,2.60813,-1.81987
1393,-421,1.73428,1.85475
1394,421,3.12564,-0.0220587
1396,-421,3.8982,-0.0012972
1400,421,3.20765,0.457202
1405,421,0.827551,-0.401148
1406,421,1.56507,-0.255415
1408,421,3.60248,1.0777
1416,-421,2.05062,-1.68904
1416,421,0.851711,-1.67361
1420,421,2.8765,-0.608071
1420,-421,1.35233,-1.42633
1422,421,1.17693,1.58881
1424,421,1.95088,1.74246
1425,-421,0.993541,-0.125452
1426,-421,1.56278,1.31727
1430,421,2.53411,-0.169655
1434,421,2.38269,-0.497589
1434,-421,1.46755,-1.44422
1440,-421,1.11135,-1.24046
1441,-421,1.57687,-0.694567
1442,-421,3.7206,-0.384475
1442,421,2.23273,-1.38024
1446,-421,0.601982,0.155064
1449,421,0.714786,1.60421
1449,-421,1.9709,1.63111
1458,-421,2.25568,1.76266
1458,421,0.628258,-0.325175
1459,421,2.86094,-0.198559
1464,-421,1.45477,0.670463
1465,421,0.87274,-0.20038
1470,421,1.80533,-1.73855
1470,-421,1.18156,0.0656393
1474,-421,0.814164,1.05892
1475,421,1.2526,0.384867
1475,-421,1.08985,-1.74824
1478,-421,2.29091,-0.569574
1481,-421,1.83391,-1.54628
1481,421,0.944892,0.275577
1487,-421,2.53834,-1.18293
1491,-421,0.759422,-0.265664
1493,421,2.29836,0.260777
1493,-421,3.62882,-1.38349
1496,421,1.95382,-0.384132
1496,-421,2.49784,-0.136101
1498,-421,0.79428,-0.438958
1501,-421,1.05827,-0.646203
1503,-421,1.46793,0.345674
1503,421,1.17629,0.678374
1507,-421,3.27675,1.23824
1512,421,0.721755,-1.30061
1513,-421,2.81836,1.28594
1515,-421,1.39883,-1.16343
1516,421,1.69014,0.45514
1518,-421,1.77726,-0.899368
1521,-421,1.67991,-0.14536
1524,421,1.86953,-1.44468
1527,421,1.55408,1.75978
1529,421,1.98482,-0.980601
1531,-421,0.948447,-1.68149
1531,421,1.03317,1.87554
1533,421,0.363508,0.205536
1537,-421,2.24863,-1.07361
1542,421,1.27451,-0.784201
1543,421,1.54933,-1.81882
1544,421,0.754683,-1.47305
1545,421,2.40748,-0.851222
1548,-421,2.04313,-0.123968
1549,-421,0.889002,-0.585749
1550,-421,3.96405,-0.0357784
1557,421,2.50525,0.115085
1559,-421,0.754145,1.90874
1563,-421,0.839933,-1.4147
1564,421,0.982937,-1.22958
1564,-421,2.00004,0.925272
1568,421,0.860161,0.336551
1573,421,3.40128,-1.72191
1574,-421,1.94317,0.236272
1574,421,2.22066,0.565789
1580,-421,0.740548,-1.34489
1581,-421,2.59807,1.15491
1583,-421,3.17388,0.497497
1584,421,2.1595,-0.973083
1590,421,3.92913,0.520266
1591,-421,2.1559,1.32394
1593,421,0.407994,-1.67346
1593,-421,1.1952,1.42714
1595,421,1.69746,-0.711219
1603,-421,4.43759,-0.624
1604,-421,2.19342,-1.51669
1608,-421,2.44761,0.415868
1608,421,1.22504,0.999125
1609,-421,4.79738,0.786011
1612,-421,6.38175,0.38456
1613,421,7.02533,-1.41612
1615,421,1.28804,1.99071
1617,-421,2.41597,-0.301386
1617,421,1.43702,-1.74088
1623,421,1.82046,0.488762
1624,-421,2.38247,1.08743
1624,421,2.26392,0.454739
1625,421,2.05224,-1.20118
1625,421,2.97469,-0.675089
1630,421,2.43567,1.84029
1633,421,1.07366,1.27881
1635,-421,3.60933,1.23159
1637,421,1.25806,-1.23035
1637,-421,0.679763,-1.03271
1639,-421,1.30431,1.14829
1640,-421,1.50946,-1.89937
1643,421,1.14809,0.37256
1648,421,0.678865,-0.333043
1653,-421,1.28539,-0.464744
1660,-421,5.51473,0.780895
1663,-421,3.00072,1.70484
1667,421,3.59821,1.70369
1669,421,1.81558,1.14087
1671,421,1.09548,0.0492385
1674,421,0.883752,-0.631475
1674,-421,0.838277,1.89628
1676,421,2.63234,0.495453
1677,-421,2.41904,1.64472
1681,421,0.914352,0.971832
1682,-421,6.58367,0.810827
1685,421,0.937261,1.51187
1685,-421,1.03841,-1.04376
1687,421,2.99883,-1.75036
1692,421,0.531867,-0.113306
1693,421,3.46165,1.70598
1695,421,1.61855,0.807336
1695,-421,3.30721,1.27747
1698,421,3.88077,1.46407
1699,-421,0.585771,-1.6127
1700,-421,0.661441,0.611522
1705,421,1.54889,-1.94441
1709,421,1.66928,0.806183
1710,-421,2.02828,1.62384
1710,421,1.94547,-0.505848
1711,-421,2.72213,-1.05656
1711,421,1.97197,0.802549
1718,-421,1.85179,-0.689878
1718,421,0.5326,0.690014
1721,421,2.80428,0.638276
1721,-421,1.69104,-0.265561
1728,-421,1.38865,1.57497
1729,-421,1.74455,-1.02601
1731,421,1.91762,0.741708
1732,-421,1.79463,1.02924
1733,421,1.07334,1.60274
1738,421,1.72868,-1.93251
1739,-421,3.51935,1.8729
1744,-421,0.406472,-1.78447
1748,-421,0.802041,1.36144
1749,-421,1.24753,-0.797946
1756,421,3.62793,0.111874
1757,421,2.4789,-0.482328
1760,-421,1.87641,-0.233494
1760,421,3.86891,-0.712909
1761,-421,1.46926,-1.11688
1767,421,0.406155,-0.355022
1768,-421,0.771438,0.85333
1768,421,1.73125,-1.33088
1770,421,0.926075,1.00803
1774,-421,4.12301,-1.16483
1776,-421,1.74725,-1.85813
1776,421,1.76438,-0.315045
1779,421,1.45773,-1.18534
1781,421,9.13609,0.505444
1782,-421,2.17417,0.285764
1783,421,2.31698,0.0899929
1784,421,1.70408,0.21642
1789,421,1.47556,0.571409
1790,421,1.57331,-1.24685
1802,-421,5.28693,-0.127599
1803,421,1.3206,-0.606643
1804,421,0.586547,-0.132659
1808,421,2.40799,-1.09783
1810,421,3.99754,-1.03012
1810,-421,3.45156,-0.750998
1812,-421,1.23404,-1.32323
1814,-421,4.90239,0.819127
1814,421,3.10906,1.1446
1814,-421,0.570695,1.22532
1816,421,0.199645,-0.549325
1818,421,3.00737,-1.24282
1822,-421,1.03196,-0.246572
1822,421,2.10335,1.74736
1828,-421,1.71243,0.731784
1833,421,4.99733,0.847627
1842,-421,1.14752,-0.911196
1844,-421,0.920475,-1.17297
1845,-421,0.55622,0.473624
1852,-421,2.51937,0.206037
1854,-421,0.311982,-0.164503
1856,-421,1.24908,-0.436497
1860,-421,2.6744,1.24629
1861,421,0.854362,0.698841
1863,-421,2.32346,0.16533
1863,421,0.862764,-1.60709
1865,421,3.13606,0.487551
1867,-421,3.06982,-0.250831
1871,-421,2.01731,-1.69521
1872,-421,2.20042,1.25094
1873,421,0.645942,-0.172398
1876,421,1.48684,1.26697
1876,-421,2.78185,-1.62166
1879,-421,2.33669,1.89827
1879,421,3.14618,0.190112
1881,421,0.398816,1.30098
1883,421,1.76361,0.970645
1886,421,3.06729,-1.11054
1887,421,0.451054,-0.475265
1888,421,0.356625,-1.66505
1890,-421,1.58572,0.364519
1893,421,0.978911,0.896663
1896,-421,1.01619,-0.061625
1901,421,1.57076,1.47475
1908,421,1.21108,-1.28214
1908,-421,1.87694,-0.106455
1910,-421,3.03575,0.187784
1911,421,1.12733,0.244126
1912,421,1.30695,-0.51402
1914,-421,1.3933,-1.80504
1915,-421,1.29144,-1.55763
1916,421,3.03062,0.130017
1917,421,6.50594,0.103621
1918,-421,2.11153,1.35743
1920,-421,2.14745,0.13695
1925,421,2.39508,-1.40208
1925,-421,2.12605,-1.59612
1927,421,0.74712,1.63096
1929,421,1.66591,0.626378
1929,-421,1.70324,-0.180182
1932,421,3.1615,0.451684
1933,421,2.60715,-1.47088
1933,-421,3.83195,-1.73461
1936,421,2.14203,-0.573936
1936,-421,1.35902,-0.467175
1937,421,3.46476,-1.37055
1942,421,2.02318,-1.12104
1943,421,2.66746,-0.0705094
1944,-421,1.84556,-1.87882
1949,421,1.30036,1.60172
1951,-421,0.570589,0.691826
