Event , PID , PT , Y 
1958,421,0.416801,-1.29928
1962,-421,2.26382,1.10973
1962,421,2.75335,-0.597014
1970,-421,1.09633,-0.867373
1972,421,1.85599,-0.572025
1972,-421,2.21194,-0.278895
1973,421,3.83371,1.89577
1975,421,5.66827,1.31943
1978,421,1.09467,1.72358
1982,-421,1.72342,0.265449
1983,421,1.16517,-1.20029
1985,-421,2.01223,-0.523603
1986,-421,2.65616,-1.89766
1991,-421,1.4381,0.0801672
1998,-421,1.52325,-0.793151
2000,421,1.4496,1.76207
2004,-421,2.16225,-0.0102696
2006,421,2.74768,1.59054
2008,421,2.44851,0.309805
2009,421,0.387118,1.94116
2010,-421,1.17059,-0.706381
2011,421,0.902381,-0.524159
2011,-421,1.36707,0.464717
2012,421,1.25798,0.00696435
2014,-421,2.58642,0.0284923
2014,421,0.459302,-1.67942
2018,-421,4.28023,1.36093
2018,421,4.06835,1.28735
2020,-421,1.21278,1.19022
2020,421,1.76038,-0.690192
2028,421,1.13429,-1.75137
2032,-421,2.13852,-1.92172
2032,421,2.28964,-0.683857
2036,421,2.23767,1.74609
2037,421,1.71167,-0.735134
2037,-421,1.67994,0.451571
2038,421,1.7767,1.23909
2039,-421,1.2995,1.49785
2041,421,2.94871,0.483541
2042,421,2.4561,0.17585
2042,-421,2.3766,-1.21646
2047,421,1.4689,1.73564
2049,421,1.74106,-0.508512
2052,-421,1.39244,0.0700601
2053,421,1.55576,1.44039
2056,-421,1.49609,-1.28938
2057,-421,0.739701,0.298437
2061,-421,1.29571,-0.911052
2061,421,1.04823,-1.65697
2067,-421,4.77278,0.338644
2077,421,2.89379,-0.0116497
2078,421,2.05824,0.175912
2086,-421,3.02337,-1.76493
2087,421,1.32444,-0.101762
2089,-421,0.49593,-1.36247
2090,421,1.3745,-1.62866
2090,-421,8.69878,0.148954
2092,-421,3.39141,1.94604
2092,421,3.34847,0.399373
2093,421,1.78428,0.538847
2095,421,1.64982,-1.69814
2097,-421,0.504295,0.956384
2098,421,1.12959,-1.84
2098,-421,2.07216,0.280026
2101,421,1.02858,-1.89219
2106,421,1.18869,-0.690929
2107,-421,4.24969,-0.0147484
2108,-421,0.724194,-0.788092
2111,421,1.60018,-1.54146
2112,421,1.58763,-1.44747
2115,421,0.563177,0.524541
2116,421,3.82097,-0.241635
2117,421,0.213518,1.53675
2121,421,6.70233,-0.703249
2121,-421,5.59828,-0.359871
2122,-421,1.44142,0.986786
2123,-421,8.02019,0.850504
2123,421,2.35365,0.433699
2125,-421,1.88911,0.898456
2129,-421,3.36118,0.0935347
2133,-421,3.88631,-1.93269
2133,421,2.00723,-0.359712
2134,421,0.616111,1.5601
2137,421,0.932139,1.50702
2139,-421,1.04096,-1.08752
2140,-421,3.66556,-0.520754
2144,421,5.31282,-0.737556
2145,421,1.17214,1.75111
2148,-421,1.99354,-1.06459
2153,-421,2.41111,-0.498738
2153,421,0.763628,-1.9231
2154,-421,0.493842,-0.48726
2158,-421,2.00062,-1.82744
2159,421,0.696479,-0.740316
2160,-421,0.924543,0.921181
2160,421,1.64675,-0.484231
2161,421,0.374755,-0.0670116
2165,-421,4.82424,1.34975
2165,421,0.670472,0.373551
2166,421,2.46879,-0.891896
2170,-421,2.60574,0.883314
2171,421,2.01951,0.381802
2172,-421,3.02452,1.77058
2178,421,3.39865,1.50307
2181,421,0.633239,-0.0347869
2182,421,1.12704,1.71913
2183,-421,1.67594,0.610723
2183,421,1.92772,1.55124
2186,421,3.35532,1.72069
2190,421,1.66534,0.616038
2191,421,0.944207,1.03261
2191,-421,1.98467,0.650592
2193,-421,1.68224,0.658658
2195,-421,2.08057,0.67046
2199,-421,1.17127,-0.049156
2202,-421,2.82359,0.673666
2203,421,1.35538,0.879071
2205,421,1.67428,-0.594265
2206,421,0.413649,0.409831
2207,421,1.79899,-1.52188
2209,421,1.30911,0.607258
2210,421,1.57039,-0.39512
2213,421,1.1298,-0.00154074
2215,-421,0.803947,0.24799
2216,421,1.11843,-1.34088
2217,-421,1.1105,-0.672956
2217,421,0.472182,0.78654
2221,421,0.37582,1.12741
2222,-421,0.638494,1.31701
2227,421,3.06321,0.967937
2228,-421,1.93172,0.572312
2228,421,2.3274,-1.11457
2229,421,7.49476,-1.35645
2229,-421,4.59151,0.918498
2231,421,1.1436,-0.877223
2236,421,3.40642,-1.53949
2239,-421,0.610312,0.591205
2239,421,1.2261,-0.189357
2241,421,2.65483,1.65606
2246,421,3.35038,1.52103
2248,-421,1.82929,0.800643
2252,421,0.691942,-1.68702
2253,421,1.32907,-0.738734
2261,-421,1.69287,-1.07099
2262,421,3.19883,-1.04861
2262,-421,1.2538,-0.361732
2264,-421,1.69764,-0.396748
2264,421,0.581782,-0.659446
2267,-421,1.24658,1.04568
2269,-421,1.79358,0.822101
2270,421,5.98754,1.86241
2272,-421,0.241485,-1.59122
2272,421,2.88969,1.48964
2273,-421,0.720953,0.468975
2279,-421,0.531615,1.17388
2287,421,3.87693,0.628841
2288,-421,1.58168,1.17704
2289,-421,0.571151,0.987246
2289,421,1.06531,-0.433215
2291,421,0.965096,-1.96657
2293,421,2.71052,-0.917856
2295,421,2.49434,-1.89615
2299,421,2.19956,0.284671
2299,-421,1.3328,0.539493
2302,-421,1.48492,-1.36227
2302,421,1.42528,-0.117391
2302,-421,1.51216,1.12874
2304,421,2.25353,-0.475376
2304,-421,0.953755,-1.51106
2305,-421,1.68778,0.999407
2316,-421,0.495609,-0.623178
2319,421,2.04595,-1.15698
2319,-421,1.86093,1.44901
2321,-421,0.765037,1.57974
2324,421,2.18952,-0.661952
2337,421,5.841,1.8825
2337,-421,1.01194,0.213742
2339,-421,0.914657,-1.19395
2343,421,1.51786,0.233335
2346,421,0.827298,-0.552857
2346,-421,2.93372,-0.930751
2348,-421,2.41766,-1.5574
2349,421,2.99736,-0.881153
2349,-421,1.51583,-1.68672
2350,421,1.06855,-1.4901
2351,-421,1.66834,-1.0376
2352,-421,4.07536,1.67924
2355,421,1.37483,-1.28832
2358,-421,1.84739,-0.0950641
2359,421,7.11236,0.82889
2359,-421,2.23889,-0.25165
2367,421,4.17409,1.15984
2368,-421,3.0876,1.69643
2370,-421,2.06651,-1.28475
2370,421,1.68821,-1.46768
2375,421,1.43783,0.385992
2375,-421,1.458,1.87509
2380,421,2.76859,1.1722
2380,-421,0.695927,-1.49785
2381,-421,2.61284,0.25165
2383,421,1.10186,-1.27299
2386,421,1.2039,1.88933
2386,-421,0.85268,1.23845
2387,421,2.14538,-1.77845
2388,421,2.97505,-0.22602
2389,-421,1.12337,-1.62495
2390,421,1.01685,-1.74026
2396,-421,0.836837,0.404564
2398,421,2.27188,0.344766
2400,421,3.62916,0.79871
2401,421,2.91928,1.7959
2401,-421,4.33406,0.189581
2406,-421,1.59124,-0.157185
2408,421,2.1689,0.579839
2410,421,1.21262,1.21217
2411,-421,0.628833,-1.24511
2412,421,2.04212,0.467416
2413,-421,0.744472,1.89757
2415,-421,2.74402,-1.33812
2415,421,2.37078,-0.660311
2416,-421,4.33743,1.60776
2418,-421,1.33034,1.42664
2420,-421,1.03046,-0.459235
2423,421,1.17876,0.418582
2427,421,1.89676,0.545293
2429,421,2.68494,0.282889
2429,-421,2.29483,-0.80065
2432,421,2.93773,-1.9304
2433,421,0.66815,-1.95913
2437,421,2.70711,1.13812
2438,421,2.9907,-1.23045
2438,-421,1.70938,-1.56082
2445,421,0.381986,1.45114
2445,-421,1.89979,0.287105
2446,421,1.22961,-0.215937
2454,421,2.52129,-1.94064
2455,-421,1.85182,-0.758324
2455,421,2.24972,-1.47406
2461,-421,1.6594,-0.802111
2466,421,2.03199,-0.444639
2467,421,0.745181,0.21581
2473,-421,2.33254,1.24176
2474,-421,0.920193,-1.84167
2474,421,2.35802,-0.759257
2475,421,4.12599,-1.93688
2479,421,6.20332,0.277965
2482,421,1.97673,-0.620446
2487,421,2.79626,-0.839894
2489,-421,0.336075,-1.27395
2489,421,0.811993,1.27888
2491,421,0.785835,0.235576
2493,421,4.98055,0.0833244
2494,-421,3.57553,-0.264837
2496,421,1.85116,1.50041
2499,-421,1.45665,0.562225
2499,421,0.830852,1.50506
2500,-421,1.50348,-0.108405
2500,421,0.852602,-1.10715
2502,-421,2.16579,0.585824
2504,-421,1.59411,0.204053
2506,421,2.3882,1.67557
2506,-421,2.31956,1.40795
2507,-421,7.43179,-1.0791
2515,421,0.946389,0.627349
2516,421,0.675942,-0.0481707
2518,-421,0.984,1.81975
2520,421,1.83016,0.652384
2525,421,0.99867,-1.58766
2527,-421,1.05438,-0.0456277
2527,421,1.82749,1.57144
2531,-421,3.12902,-0.0917436
2547,421,2.02505,-1.11978
2552,421,1.60601,0.123486
2563,421,0.710347,-1.32499
2572,421,1.38828,0.168581
2574,-421,1.02008,-0.99752
2577,-421,0.921121,0.884679
2578,-421,0.937135,-1.88412
2578,421,0.508857,-1.98598
2579,-421,1.15035,1.52292
2581,421,1.38393,1.83404
2581,-421,1.37654,-0.668122
2588,-421,1.70008,-0.967897
2590,-421,3.62253,-1.48036
2596,421,1.31328,0.00449329
2597,-421,2.08611,0.544909
2600,-421,1.51524,0.983775
2602,421,1.56664,0.629645
2602,-421,2.76785,0.387998
2603,-421,5.65386,1.0953
2603,421,3.92813,1.47311
2604,-421,4.61823,-1.78569
2609,421,1.35012,-1.01151
2610,-421,1.65728,1.44669
2611,-421,1.34818,1.58273
2611,421,1.67927,1.00038
2612,-421,3.6832,0.904226
2613,421,0.713423,0.463444
2613,-421,3.44769,-0.98639
2616,-421,0.231629,0.520195
2619,-421,0.923042,-0.737163
2619,421,0.691025,0.754879
2624,-421,1.62913,-0.558341
2626,-421,1.20013,-0.69776
2628,-421,0.656166,0.270729
2628,421,1.262,1.45967
2631,421,3.53602,1.94665
2636,421,0.82093,-1.35186
2638,-421,2.78025,1.55082
2638,421,2.061,0.932293
2639,421,1.33136,1.31449
2640,-421,1.3828,-1.66088
2641,421,2.98869,-0.782178
2641,-421,1.37289,1.88943
2642,-421,1.85885,0.569033
2643,421,7.93489,-1.78987
2644,421,1.174,1.56474
2645,421,1.73086,-1.60571
2649,421,3.32367,-1.99883
2649,-421,0.617529,0.747985
2651,-421,1.17914,-0.982617
2656,421,1.52611,-0.88021
2664,421,3.08015,-1.91931
2666,421,1.06084,1.30389
2669,-421,0.73297,-1.42864
2670,-421,2.32228,-1.18083
2672,-421,2.68837,1.13843
2673,421,0.748764,-0.702752
2673,-421,2.20011,-1.73051
2675,421,0.52329,1.83017
2675,421,1.27522,0.801123
2675,-421,1.41636,-1.74019
2679,421,3.73446,-0.660282
2679,-421,3.31779,0.866283
2682,-421,5.45675,1.79661
2683,-421,2.89239,-1.97014
2683,421,1.51006,-0.314664
2686,421,0.782686,-1.59785
2686,-421,1.15984,-0.417167
2692,421,2.4491,1.75283
2696,-421,2.9398,-0.00383541
2697,421,2.73346,1.61919
2700,-421,2.00066,1.4291
2700,421,3.32855,-0.727764
2701,421,2.70192,-1.30054
2704,421,2.18444,-1.3454
2708,-421,1.9846,-0.0145984
2710,421,2.89061,0.949037
2711,-421,1.20196,-1.90246
2712,421,4.55396,-0.793092
2717,421,8.74942,1.08361
2717,-421,1.4875,1.75032
2718,421,0.771545,0.379907
2719,-421,1.24774,0.196364
2722,421,0.667305,1.018
2729,-421,1.073,-1.11186
2731,421,1.56128,0.116608
2735,-421,2.1498,-1.0423
2736,421,2.10484,0.772764
2739,-421,0.693486,1.45417
2740,421,0.604192,1.85113
2741,421,4.14852,-0.233403
2746,421,2.6201,-0.594364
2746,-421,1.89965,-1.00805
2748,421,1.69409,-0.935952
2750,421,0.982945,-0.339686
2753,-421,2.45725,1.27687
2760,-421,2.08663,1.73924
2762,-421,2.88849,0.159262
2762,-421,1.71944,-1.51547
2764,-421,3.95192,0.965417
2764,421,8.11976,0.425986
2767,421,0.337275,1.40968
2768,-421,0.795125,-1.7407
2769,-421,1.22141,0.114481
2770,-421,1.08957,1.40723
2773,421,1.23541,-1.83
2774,-421,0.874666,0.229892
2780,421,1.33496,-0.851359
2781,421,1.21617,-0.484016
2783,421,7.45576,-1.27672
2783,-421,1.11549,0.221237
2785,-421,3.89861,-0.483967
2788,421,0.621023,0.869876
2790,421,0.658108,-1.99015
2794,421,3.54411,0.29443
2795,-421,2.32443,-1.23255
2796,-421,1.09861,-1.00944
2796,421,1.6934,-1.00221
2797,-421,1.31453,0.394018
2801,-421,0.772269,1.38132
2804,421,1.26277,-0.434837
2805,421,1.30381,1.92501
2809,-421,1.28766,-1.38785
2813,421,1.35343,-0.596608
2814,421,2.59752,0.808305
2816,-421,1.19848,0.256973
2818,-421,3.28962,-0.0937352
2823,421,1.26139,-1.23004
2829,421,1.30081,-0.0888358
2831,421,2.03365,-1.58042
2834,-421,2.76281,-0.626922
2835,-421,1.33616,0.832297
2835,421,1.08543,1.48621
2837,-421,4.32806,-0.646854
2838,-421,1.88403,-1.07485
2838,421,2.84511,0.807132
2839,-421,0.757474,-1.03945
2844,-421,1.52899,-1.50685
2845,-421,6.27744,-0.29468
2845,421,2.87356,-1.29204
2846,421,1.95523,1.39723
2849,-421,1.59308,-0.669563
2850,-421,5.35478,-1.02601
2854,421,1.4793,1.6926
2857,-421,1.97724,1.53683
2861,-421,2.15094,-0.370863
2862,-421,1.42649,0.705665
2862,421,1.69919,1.49845
2863,-421,2.40396,1.58097
2866,421,1.02564,0.00691729
2868,421,1.25445,1.01969
2869,421,0.827451,-0.503434
2870,-421,0.821474,0.957521
2874,421,3.96103,-0.625846
2874,-421,1.12762,0.303897
2875,421,2.02774,-0.486975
2879,-421,1.46787,-1.38555
2879,421,2.29566,-0.624717
2880,-421,3.35449,0.964708
2884,421,3.32693,0.574039
2884,-421,2.78046,1.06366
2885,421,2.98449,1.23239
2887,421,2.06178,-1.98042
2888,421,1.16603,-0.483605
2892,421,2.21735,1.78018
2894,421,1.76856,-0.595071
2894,-421,1.41728,0.692477
2895,-421,1.5638,0.955086
2896,-421,1.78304,1.65299
2897,-421,0.711283,-1.97411
2897,421,1.82809,-1.79372
2899,421,3.47618,-0.87257
2900,421,2.39771,-1.55973
2900,-421,1.78555,0.66957
2911,421,0.950687,-0.303596
2917,421,2.85251,-1.98282
2918,-421,1.02079,0.961
2920,421,1.82897,1.01052
2922,421,0.151873,-0.125556
2925,421,1.49966,1.82298
2928,421,1.79888,1.12615
2928,-421,2.39908,-0.0600591
2929,421,1.11715,-0.473395
2929,-421,3.05659,-0.418834
2931,-421,1.76663,0.202248
2936,-421,1.75543,0.576626
2937,-421,0.917043,0.515239
2939,421,1.4692,0.799783
2941,-421,0.947487,-1.58046
2944,-421,0.43838,0.448707
2948,-421,3.54527,-1.20354
2948,421,2.56323,-1.44822
2949,421,3.52969,1.08758
2949,-421,2.22557,-0.24393
2950,-421,1.56735,-1.01699
2950,421,1.30291,1.07941
2954,421,1.40525,1.84056
2954,-421,2.00115,0.895128
2955,421,1.7088,0.448393
2956,-421,1.78125,1.00599
2956,421,1.0412,1.29767
2959,421,1.63676,0.839339
2960,421,3.88449,-0.122832
2960,-421,1.58662,-0.83503
2964,-421,4.06565,1.4463
2965,421,1.60393,-0.569255
2967,-421,3.60521,-0.840983
2967,421,2.10011,-1.81932
2968,-421,1.96622,-1.37982
2968,421,1.30951,1.78689
2969,-421,2.00806,-1.88558
2974,-421,1.03251,1.11312
2975,-421,3.70459,-1.6488
2978,-421,0.878136,1.83764
2981,421,1.16957,1.99341
2982,-421,1.63058,-1.32881
2984,421,1.22877,0.568225
2985,-421,1.61446,-1.14475
2989,421,2.10188,1.59716
2993,-421,3.30467,0.0274627
2995,421,1.37094,-1.74521
2998,-421,4.66098,1.80926
3007,-421,1.72597,-1.23981
3009,421,0.840924,1.13957
3009,-421,2.14876,-0.0871711
3018,421,0.67832,0.867687
3024,421,2.93235,-0.407389
3024,-421,6.51102,0.909949
3024,-421,2.03406,0.970306
3025,-421,1.48505,-1.38204
3025,421,0.257356,1.42648
3030,421,4.49973,-1.48365
3030,-421,2.02779,-1.15909
3032,-421,2.11353,-1.40213
3032,421,1.40662,1.26223
3033,-421,0.202907,1.94371
3039,-421,1.09491,-0.746142
3041,-421,2.6455,-0.533066
3043,-421,1.85249,0.0376186
3044,421,0.855916,-0.603366
3044,-421,0.300826,1.23904
3048,-421,3.06321,-0.381723
3051,421,1.23316,1.05647
3055,421,0.853846,-0.16454
3055,-421,0.369969,0.638159
3058,-421,2.04404,0.952428
3064,421,4.18428,-0.836915
3067,-421,2.05974,-0.639122
3067,421,0.401779,1.14472
3074,421,2.30168,-1.15071
3074,421,2.08728,1.8907
3076,421,1.78167,-1.69169
3078,-421,2.57061,0.878164
3081,-421,2.69094,0.497229
3082,421,2.58275,-0.414791
3082,-421,3.19027,-1.71467
3083,-421,6.25829,-1.92797
3084,-421,3.1869,0.143971
3085,-421,1.91648,1.4519
3086,-421,2.43775,0.0831759
3087,421,1.27311,-0.463395
3090,421,0.930469,-0.590522
3095,421,1.07554,-0.57553
3095,-421,0.236864,-0.183931
3103,-421,1.43747,-0.28681
3106,-421,1.74149,0.998423
3107,-421,0.367122,0.42039
3113,-421,3.23497,-0.426488
3118,421,1.65112,0.00150889
3119,421,1.84681,-0.628878
3124,421,1.26573,1.50584
3132,-421,0.302564,1.3639
3133,-421,3.49168,0.798942
3141,-421,3.53057,1.18409
3142,421,2.45506,-1.70868
3143,421,1.95956,-1.85715
3143,-421,1.08475,-1.60824
3144,421,1.14858,-1.52708
3149,421,1.95285,0.32045
3150,-421,1.45917,-1.19375
3153,421,3.89797,-1.85687
3158,421,0.893639,1.33711
3159,421,1.36693,1.56486
3163,421,0.983404,-1.86184
3167,421,2.52418,-1.63425
3169,-421,1.05897,-0.20462
3173,421,0.567099,-1.89026
3174,421,1.82944,-0.928264
3175,421,2.71972,1.86203
3176,-421,1.44312,-1.37933
3180,421,1.95397,1.35839
3180,-421,4.59894,1.8685
3183,-421,2.67681,0.82913
3184,421,1.06218,-1.82028
3184,-421,0.541421,0.72679
3187,421,1.33379,-1.36188
3188,421,2.30889,-1.46116
3188,-421,2.07769,-0.747977
3195,421,2.59472,1.93285
3201,421,1.50942,-0.554057
3201,-421,0.683263,1.1828
3202,421,1.18799,-0.127193
3203,-421,0.773216,-0.328641
3203,421,1.06558,-0.878583
3211,421,0.5263,0.31867
3212,421,1.08603,-1.07625
3216,421,0.701295,1.86712
3218,-421,1.55095,0.586146
3219,-421,2.58569,-0.8017
3222,421,2.4229,0.546882
3228,-421,0.854622,0.223165
3229,-421,1.74227,-0.0690054
3231,-421,1.02726,-0.379217
3232,421,0.952366,0.463372
3234,-421,1.93326,0.856978
3237,421,2.25595,1.33435
3238,-421,2.44425,-0.839635
3241,-421,1.42423,0.827566
3241,421,1.03755,-1.75835
3250,-421,1.58195,-0.699559
3250,421,1.0867,-0.118814
3252,421,3.91745,-1.05142
3253,421,1.92449,-1.55827
3258,421,1.48066,1.72524
3259,-421,3.03047,-0.311369
3260,-421,2.86773,0.0936455
3262,421,1.32311,1.87639
3262,-421,1.02274,-0.393438
3263,-421,1.73661,1.51942
3265,421,0.984017,-0.490445
3265,-421,1.56826,1.90081
3274,421,0.688861,-0.27304
3275,-421,1.7036,-0.896699
3276,-421,2.85712,-1.20288
3276,421,1.36299,-1.21201
3278,-421,0.565626,-1.98878
3279,421,2.76068,-0.955924
3281,-421,1.12365,-0.371747
3283,421,1.82002,0.565865
3286,-421,1.13459,-1.16194
3287,421,1.28308,-0.448011
3288,421,1.81636,0.779965
3292,421,2.49028,1.98271
3293,-421,2.33319,-1.93867
3295,-421,1.56764,-1.57009
3298,-421,1.38556,1.21335
3299,421,5.29783,-1.5906
3299,-421,3.1906,-1.91076
3299,421,2.6426,1.40068
3301,421,3.87227,1.36409
3303,421,4.36336,1.94656
3304,-421,0.389459,0.505326
3305,421,1.88824,-0.869918
3311,-421,0.483041,0.129425
3315,-421,1.92619,-0.952475
3317,421,3.58762,-1.58289
3318,421,1.53087,0.867641
3318,-421,1.21189,-0.781489
3319,-421,3.49469,0.691019
3325,421,3.41924,-1.43506
3328,421,1.42758,-0.379779
3330,421,3.06912,1.27826
3330,-421,3.3557,0.0234254
3332,-421,0.347537,-0.82596
3336,-421,1.29049,-0.325325
3345,421,0.9532,-0.472
3347,-421,2.22757,-0.253157
3350,-421,3.50635,-0.33125
3350,421,1.2557,1.79732
3351,-421,2.2103,0.245391
3351,421,1.22147,0.951941
3354,421,0.584691,0.319618
3360,421,1.57876,1.49664
3369,-421,3.64124,-0.0793453
3369,421,2.28846,-0.787058
3370,421,2.49474,-0.399531
3371,421,1.28746,-0.270323
3375,-421,0.995545,1.08451
3377,-421,1.16412,-1.83045
3379,-421,1.93723,0.519196
3386,421,0.918346,0.378929
3389,-421,1.66127,-0.165287
3390,421,1.86066,1.44023
3390,-421,1.42695,0.622009
3391,-421,2.65019,-0.652251
3392,-421,1.70348,0.278091
3393,-421,3.75313,-0.962466
3398,421,7.74914,-0.336264
3402,421,3.61175,1.95634
3403,-421,1.4046,-1.62926
3404,421,1.02185,0.944608
3404,-421,1.97324,-0.534032
3407,-421,2.31395,1.17023
3408,421,0.935376,-0.754332
3410,-421,0.307037,-1.44132
3415,-421,0.672272,-0.44986
3417,421,1.82288,0.622232
3417,-421,1.51245,-0.146352
3418,-421,1.91488,-1.72437
3427,-421,3.14242,-1.99291
3430,-421,1.99802,-0.132747
3430,421,2.03182,-1.94048
3433,-421,3.50832,-0.841239
3436,421,1.30773,1.13634
3438,421,2.27964,-0.240851
3439,421,0.218881,0.0703198
3444,-421,2.75767,-0.78538
3445,421,1.86883,0.847343
3445,-421,1.48996,-1.34816
3447,421,0.762453,-1.00214
3449,421,2.22859,-1.54533
3452,-421,2.90073,1.62167
3460,421,0.560312,-0.954753
3461,-421,3.28098,0.206463
3464,-421,2.81428,0.277917
3466,-421,0.496534,1.86178
3467,-421,1.93584,-1.82274
3471,-421,0.811236,1.54578
3472,-421,1.58195,1.61394
3478,-421,2.34863,-0.683883
3479,-421,1.77578,1.94816
3482,421,2.05109,-1.73652
3485,421,1.15845,0.366841
3486,-421,3.29653,0.210208
3487,421,0.752772,0.0948305
3487,-421,0.914268,1.61126
3489,-421,3.5635,0.0536312
3489,421,3.0444,-1.90169
3493,421,1.79997,-1.47458
3494,421,1.49968,-1.05585
3495,-421,2.20539,-1.0752
3495,421,2.2688,1.88029
3496,-421,2.1495,1.55341
3500,-421,2.09702,1.10188
3501,421,0.481959,1.11976
3502,421,1.89919,1.76723
3505,-421,3.31421,-0.37207
3508,-421,0.639364,-0.159191
3509,421,2.13873,0.810377
3515,-421,2.56488,-1.9368
3516,421,1.03471,-0.162217
3518,-421,0.509464,0.218462
3523,-421,0.157152,-1.4679
3527,421,4.36891,-0.432379
3529,421,1.61617,0.234737
3531,-421,2.0053,1.81195
3531,421,2.22531,0.17447
3532,421,2.01442,0.597155
3533,421,2.44268,0.657012
3534,-421,1.59806,-1.94292
3535,421,2.99937,0.497168
3537,421,2.12744,-0.00238094
3539,421,1.75271,1.32759
3539,-421,0.988314,-0.516063
3540,421,1.66302,-0.997032
3541,421,1.43858,1.39282
3541,-421,1.17148,0.929724
3544,-421,1.50292,-1.98202
3547,-421,0.825582,-1.59992
3549,-421,2.40185,0.749872
3550,-421,1.20205,-1.21743
3551,421,1.78061,1.91071
3552,421,1.16004,-1.34167
3555,-421,1.13823,0.971875
3557,-421,2.1236,-1.93332
3567,-421,1.6613,1.67239
3570,421,3.33945,0.776561
3570,-421,1.57061,-0.0588363
3571,421,2.59289,0.1243
3571,-421,4.58199,0.409758
3574,-421,1.09869,-1.13076
3574,421,2.04433,-1.59902
3575,421,1.53329,-1.34692
3576,-421,0.84164,-1.88586
3576,421,2.07889,0.0535517
3577,421,4.18421,0.872306
3577,-421,3.91065,0.276938
3580,421,0.963355,-1.68216
3581,421,1.06935,-1.47403
3582,-421,2.43829,-1.69491
3584,-421,1.04232,-1.09123
3588,421,1.84524,-1.99848
3589,-421,0.733968,-1.43892
3589,421,1.32454,-0.458741
3590,421,2.05082,-1.98806
3595,-421,2.37279,-0.0290409
3597,421,2.46203,-0.981801
3598,-421,2.11866,0.877891
3598,421,3.89504,0.232393
3599,-421,3.64837,1.75683
3599,421,2.78316,-1.34649
3601,-421,4.68627,-0.634125
3603,-421,0.815979,0.52952
3605,-421,0.476378,-1.49056
3611,421,6.91656,-1.66859
3612,-421,1.23211,-0.0865056
3613,421,1.04409,0.528278
3616,421,8.20487,1.0589
3617,-421,0.95986,-0.857466
3622,-421,1.40101,-0.458929
3631,421,1.18936,0.688543
3634,-421,1.6123,0.816393
3636,-421,2.37619,-1.88576
3637,421,0.40218,1.00343
3639,421,0.159065,-1.67765
3640,-421,1.82092,0.533533
3650,-421,0.914568,-0.863035
3653,-421,1.95493,1.61477
3656,421,1.07443,1.32833
3659,-421,0.941815,-0.501545
3661,421,2.89129,1.61976
3665,-421,2.72908,0.61029
3665,421,1.3909,0.0249735
3666,421,2.63255,-1.11786
3666,-421,3.13758,-0.347359
3669,-421,3.27115,-1.62937
3673,-421,3.11206,0.708991
3677,421,1.31279,1.5468
3681,-421,0.429935,0.652085
3683,-421,2.08344,0.991695
3685,421,0.654322,0.858867
3687,-421,2.65001,-1.00365
3691,-421,3.57113,0.649776
3695,421,2.39762,0.9375
3699,-421,3.03983,1.83865
3700,-421,2.141,1.10694
3701,-421,0.633532,1.94284
3704,421,5.01846,-1.39841
3706,421,1.38341,0.289495
3707,-421,2.15113,-1.12949
3708,-421,2.09739,0.640427
3709,421,1.93295,-1.72629
3718,-421,4.74932,-1.23945
3724,421,1.92519,-1.7996
3724,-421,2.653,-0.732714
3724,421,6.77134,-0.952878
3730,-421,1.65648,-1.78352
3736,-421,1.34329,-1.06583
3736,421,0.71249,1.26777
3737,421,3.82882,-1.03998
3745,-421,0.805027,-0.175396
3747,-421,0.985278,-1.87819
3749,-421,5.33399,-0.729673
3757,421,1.25886,-1.78518
3761,421,1.02744,0.337662
3761,-421,1.74621,0.208248
3766,-421,3.60406,0.857597
3767,-421,3.54382,1.2851
3769,-421,2.09318,-1.70403
3774,421,0.910011,0.503532
3775,-421,1.85845,1.39808
3778,-421,3.70361,-1.87334
3778,421,3.28395,1.82654
3781,421,3.74272,-0.605564
3785,421,0.862972,0.747426
3792,421,2.04873,-1.04955
3800,421,0.843491,0.640133
3801,-421,3.25379,1.05075
3803,-421,1.30241,-1.85504
3806,421,1.63184,0.0577081
3809,421,1.8833,1.0173
3814,421,0.146293,-1.95143
3814,-421,1.81077,0.489943
3815,421,2.10258,-0.63055
3815,-421,0.633099,-1.8047
3816,421,0.545784,1.88226
3817,421,4.05886,-1.8964
3819,-421,7.68397,0.609824
3822,-421,3.32287,0.167678
3825,421,2.83124,1.08067
3825,-421,3.9939,-1.16759
3828,-421,0.676575,1.49587
3830,-421,1.488,0.371241
3834,421,2.86636,1.31248
3835,421,0.960294,-0.342669
3837,421,1.61477,-1.79842
3837,-421,1.43636,-0.121635
3839,-421,1.37271,0.975286
3840,421,0.900246,-0.824186
3841,-421,2.11281,-0.54246
3843,421,1.31254,-0.797618
3844,421,0.678602,-1.25673
3854,-421,1.43181,-1.49362
3854,421,2.10853,1.30878
3858,421,2.92644,0.861241
3859,-421,1.06239,0.45221
3865,-421,2.71155,-0.547914
3867,-421,1.51155,-0.182665
3867,421,0.626754,1.07787
3868,421,1.30446,1.72907
3873,-421,1.6529,-1.54434
3873,421,2.04034,-0.216592
3876,-421,0.866832,0.691607
3877,-421,2.89552,-0.0541718
3881,421,1.81073,1.36049
3883,421,1.8614,-1.2216
3884,421,0.547625,-0.57757
3885,421,1.83705,1.973
3885,-421,1.04184,-0.815406
3888,-421,2.51398,-0.291502
3891,421,0.914897,1.93921
